id,name,salary,bonus,hiring_year,dismissing_year
169,Marie-Christian,7634.08,2082.71,2009,2018
170,Dylan-Arias,27995.51,4216.72,1990,2008
171,Lisa-Gibson,34051.71,2564.94,1990,2015
172,Alexa-Thomas,14089.13,6117.24,2005,2006
173,Jim-Howell,13847.14,3402.19,2005,2009
174,Justin-Barker,30201.6,5002.06,1990,2012
175,Rhonda-Benson,23867.12,691.2,1990,2022
176,Debra-Allen,19339.1,995.6,1999,2009
177,Michele-Parks,32538.98,4995.27,1990,1997
178,Jill-Flores,16896.86,4471.53,2005,2010
179,Emily-Harrison,12951.08,6188.22,2005,2023
180,Manuel-Banks,25017.07,3697.22,1990,2009
181,Edwin-Shaw,33338.7,2908.7,1990,1995
182,Keith-Rice,6613.69,563.43,2011,2021
183,Kristy-Woods,23145.35,5926.29,1996,2013
184,Albert-Coffey,26229.85,4945.25,1990,2008
185,Annette-Lindsey,29026.95,4003.83,1990,2000
186,Douglas-Jones,15477.17,6059.8,2005,2015
187,Ricky-Morrow,24785.6,4048.72,1990,1990
188,Johnny-Mcdonald,17042.31,6017.58,2005,2016
189,Wayne-Rodriguez,5198.9,3413.0,2020,2023
190,Christian-Gray,25764.08,5763.05,1990,2020
191,Daniel-Mcdonald,21175.52,246.58,1998,2016
192,Mark-Williams,14610.25,5377.35,2005,2015
193,Gary-King,14170.03,4553.54,2005,2018
194,Edwin-Barker,12504.69,1593.34,2005,2016
195,Tracy-Barker,32093.51,2530.89,1990,2000
196,Brianna-Herrera,21917.89,3259.49,1998,2010
197,Allen-Herrera,22324.31,5322.89,1997,2008
198,Amanda-Howell,29452.31,3665.63,1990,1998
199,Alexa-Coffey,29040.63,722.08,1990,1993
200,Dustin-Harrison,23143.37,2028.67,1997,2014
201,Brian-Jones,32179.58,4569.62,1990,2023
202,Ricky-Wilkinson,33944.15,5086.14,1990,1991
203,Phillip-Allen,8231.13,5497.09,2008,2013
204,Jackie-Anderson,28229.68,1901.62,1990,2003
205,Dylan-Arias,13159.8,2066.76,2005,2014
206,Emily-Robinson,25915.16,4323.97,1990,2014
207,Thomas-Flores,17845.88,854.78,2005,2022
208,Leah-Weber,30107.45,2014.23,1990,1997
209,Jacob-Trevino,4929.18,2349.3,2022,2022
210,Ricky-Fox,35880.97,175.74,1990,2015
211,Mark-Gonzalez,16558.32,991.07,2005,2022
212,Shannon-Gallagher,14330.03,1980.59,2005,2018
213,George-Howell,31468.46,5538.7,1990,2020
214,Latoya-Williams,7989.32,1777.87,2009,2021
215,Antonio-Diaz,10237.69,2129.42,2005,2017
216,Mark-Gallagher,24855.65,5356.58,1990,2010
217,Samantha-Arias,17924.12,1302.5,2005,2008
218,Parker-Marsh,34475.21,4479.16,1990,2011
219,Theresa-Howell,16688.5,865.85,2005,2016
220,Latoya-Garrett,10565.81,4956.01,2005,2007
221,Austin-Gordon,16599.88,4078.2,2005,2017
222,Vanessa-Mcintyre,34605.67,4346.6,1990,1996
223,Dylan-Soto,22443.63,2260.98,1997,2008
224,Jerry-White,13134.07,4429.33,2005,2015
225,Walter-Thomas,14398.51,365.86,2005,2020
226,Taylor-Ho,19577.83,6947.55,1998,2003
227,Jackie-Hayes,31028.51,2523.06,1990,2021
228,Sierra-Mcdonald,37133.01,4883.16,1990,1999
229,Victoria-Howell,8573.71,6039.28,2005,2009
230,Lydia-Peterson,20392.11,4619.95,1998,2013
231,Corey-Taylor,24145.69,3987.42,1990,1996
232,Alicia-Garrett,33985.2,3800.54,1990,2002
233,Allen-Rhodes,15817.07,570.51,2005,2019
234,Jeffrey-Malone,8494.03,2708.75,2005,2018
235,Mary-Patel,24001.37,6404.47,1990,2008
236,Albert-Hill,11151.84,1133.36,2005,2005
237,Patty-Peterson,31961.52,5619.5,1990,1992
238,Brandi-Jones,22393.87,2852.82,1997,2018
239,Jacob-Shaw,7270.27,3144.24,2009,2011
240,Betty-Palmer,12393.29,2555.39,2005,2021
241,Jason-Mitchell,27409.4,4134.4,1990,2022
242,Caroline-Harrison,20105.99,6451.54,1998,2013
243,Alison-Gonzalez,9766.06,4497.32,2005,2022
244,Charles-Dixon,1886.99,1406.12,2023,2023
245,Wendy-Hester,31231.8,811.8,1990,2021
246,Daniel-Newman,10671.34,4841.09,2005,2020
247,Daniel-Anderson,16437.99,6767.68,2005,2020
248,Andrew-Benson,25604.46,2506.47,1990,2005
249,Renee-Barker,32273.55,6341.81,1990,1993
250,Justin-Guerrero,11429.74,5895.2,2005,2005
251,Adam-Stevenson,12844.7,5499.78,2005,2012
252,Luis-Smith,12959.88,650.12,2005,2016
253,Taylor-Sexton,35408.02,1084.98,1990,2010
254,Donna-Arias,35215.54,4457.55,1990,2008
255,Marc-Wilkinson,37640.36,1772.97,1990,2023
256,Tyler-Riley,9180.65,506.58,2005,2021
257,Sean-Alvarez,4599.78,606.45,2022,2022
258,Diane-Watson,33403.93,1506.44,1990,1994
259,Jason-Perez,26511.81,2688.87,1990,2011
260,Seth-Hill,30334.85,1939.01,1990,2018
261,Patrick-Serrano,22169.03,1245.59,1997,2023
262,Manuel-Watts,20171.43,6281.53,1998,2002
263,Nichole-Parks,8205.84,3170.67,2008,2017
264,Sabrina-Gray,29607.46,2910.66,1990,1990
265,Alicia-Gallagher,15498.92,5627.93,2005,2020
266,Denise-Diaz,29608.48,516.3,1990,2002
267,Emily-Hicks,35225.83,4832.38,1990,2007
268,Jason-Costa,16274.16,5578.37,2005,2022
269,Jacob-King,28163.33,2486.59,1990,2010
270,Christian-Coffey,7847.0,4181.53,2009,2015
271,Anthony-Coffey,10365.16,5038.24,2005,2016
272,Craig-Newman,33892.14,6628.96,1990,2008
273,Christina-Gallagher,19875.29,6865.98,1998,2017
274,Jon-Malone,17089.44,5309.23,2005,2018
275,Cody-Flores,12880.49,4232.66,2005,2020
276,Arthur-Arias,27894.68,4138.16,1990,2016
277,Krista-Mathis,36306.31,780.59,1990,2023
278,Joshua-Young,7868.4,5330.85,2009,2022
279,Jenna-Fernandez,21683.43,4718.94,1998,2010
280,Larry-Mitchell,14289.44,2307.71,2005,2020
281,Eddie-Lindsey,4779.64,968.4,2022,2022
282,Anna-Serrano,15669.83,6356.67,2005,2012
283,Danielle-Mathis,8273.29,3273.62,2008,2014
284,Marc-Lindsey,7498.28,3401.4,2009,2012
285,Caroline-Costa,30251.72,1582.32,1990,2012
286,Theresa-Williams,11006.0,6644.55,2005,2005
287,Jay-Perez,17228.15,5693.69,2005,2017
288,Michele-Bates,36341.14,3357.79,1990,2012
289,Nicholas-Palmer,26740.96,4662.52,1990,2002
290,Melissa-Watts,28112.6,1133.69,1990,2003
291,Bethany-Barker,5494.07,4997.65,2011,2011
292,Miguel-Munoz,34702.41,2875.06,1990,2014
293,George-Bates,19071.51,657.76,2002,2013
294,Cassandra-Bates,4496.98,3857.33,2023,2023
295,Gabrielle-Oneill,6363.58,5998.67,2011,2017
296,Kathleen-Watson,18039.13,554.01,2005,2007
297,Alison-Klein,14467.13,1111.68,2005,2017
298,Yvonne-Christensen,4279.24,2973.93,2023,2023
299,Luis-Banks,4735.01,1233.61,2022,2023
300,Alison-Shaw,11792.53,5972.95,2005,2011
301,Ricky-Odom,37076.11,265.01,1990,2014
302,Robert-Wong,22022.98,5044.28,1998,2004
303,Ricky-Sexton,19825.6,5752.28,1998,2010
304,Sean-Trevino,22671.56,4195.25,1997,2008
305,Carol-Mcdonald,13174.74,4307.17,2005,2020
306,Anthony-Baker,15667.59,2124.82,2005,2013
307,Wanda-Christensen,9074.27,1779.91,2005,2010
308,Theresa-Walker,20624.14,2793.34,1998,2014
309,Steven-Baker,13305.17,6594.74,2005,2006
310,Betty-Riley,27875.7,643.5,1990,1999
311,Dana-Mcdonald,36886.64,1964.23,1990,2019
312,Rick-Martinez,8971.52,2115.98,2005,2010
313,Eric-Peterson,34904.9,265.85,1990,1993
314,Joanna-Watson,25472.96,2511.75,1990,2006
315,Bonnie-Benson,30110.14,6894.7,1990,2020
316,Shannon-Green,27661.27,2198.51,1990,2018
317,Brad-Harrison,14600.78,4536.82,2005,2015
318,Anthony-Walton,24519.77,263.68,1990,2016
319,Shelley-Barker,27576.23,2197.43,1990,2015
320,Gene-Rice,8047.59,204.21,2009,2009
321,Natalie-Rose,16573.17,1715.03,2005,2010
322,Courtney-Martin,10027.35,2961.16,2005,2009
323,Calvin-Wong,6535.98,6534.2,2011,2017
324,Cassandra-Banks,36857.88,1543.81,1990,2004
325,Donna-Smith,24447.61,5319.35,1990,2013
326,Dana-Green,19546.57,3046.82,1998,2022
327,Tyler-Jones,25564.67,5491.11,1990,1995
328,Julie-Hayes,27548.19,1728.36,1990,2017
329,Donna-Hester,20567.75,3094.59,1998,2003
330,Ann-Garrett,15121.21,6137.98,2005,2020
331,Albert-Rice,37208.29,3734.98,1990,2019
332,Nichole-Johnson,35582.43,2559.84,1990,2007
333,Chelsea-Johnson,15449.9,5702.66,2005,2017
334,Cody-Diaz,23728.41,6392.02,1990,2021
335,Rachel-Fox,26839.64,4595.38,1990,2003
336,Austin-Rice,24247.56,4854.43,1990,2005
337,Bobby-Phillips,32197.11,5806.95,1990,2003
338,Austin-Flores,28517.29,6238.04,1990,2008
339,Martha-Hale,10719.0,4400.02,2005,2014
340,Benjamin-Fox,29078.44,6523.47,1990,2004
341,Gwendolyn-Christian,25899.74,3956.72,1990,1996
342,Elizabeth-Alvarez,10334.65,5031.56,2005,2022
343,Erik-Alvarez,21642.96,3716.26,1998,2022
344,Anita-Morrow,15761.35,4178.33,2005,2021
345,Lisa-Christensen,33987.71,5277.05,1990,2019
346,Keith-Baker,16640.23,6117.06,2005,2014
347,Derek-Serrano,24274.94,5321.35,1990,2006
348,Allen-Watson,31645.26,2511.23,1990,2014
349,Diane-Patel,14837.68,6580.19,2005,2019
350,Jack-Weaver,15474.59,217.74,2005,2008
351,Dan-Walker,9394.48,5681.17,2005,2010
352,Nicole-Gray,19624.99,2641.97,1998,2020
353,Juan-Perez,33291.7,1279.65,1990,2019
354,Holly-Soto,9308.69,2495.23,2005,2023
355,Margaret-Rodriguez,37219.94,6180.63,1990,1994
356,Teresa-Costa,9512.61,4657.42,2005,2021
357,Kathryn-Guerrero,12875.69,720.65,2005,2021
358,Barbara-Odom,12852.49,4754.98,2005,2005
359,Krista-Hill,30804.78,1201.13,1990,1990
360,Gabrielle-Banks,12846.85,2058.66,2005,2008
361,Pamela-Taylor,21877.67,4745.53,1998,2014
362,Mariah-Mcdonald,23633.09,6072.32,1990,2001
363,Alexandra-Allen,19782.6,6785.99,1998,2012
364,Marie-Ho,33736.12,6947.83,1990,2020
365,Ana-Wolfe,14116.88,975.54,2005,2006
366,Glenda-Harrison,30367.14,3104.37,1990,1990
367,Alexandra-Watson,37689.45,3962.35,1990,1992
368,Mark-Gordon,32456.19,165.61,1990,2017
369,Zachary-Gonzalez,34815.5,4927.0,1990,2022
370,Morgan-Thomas,8166.46,3553.93,2009,2017
371,George-Alvarez,19241.76,4365.4,2000,2007
372,Brad-Riley,10657.02,6577.47,2005,2021
373,Joseph-King,9313.85,5905.78,2005,2011
374,Derek-Mathis,11385.97,4209.41,2005,2015
375,Jodi-Ho,19768.84,1162.74,1998,2011
376,Cesar-Sexton,28414.69,4897.61,1990,2011
377,Tonya-Hill,8770.73,6747.14,2005,2022
378,Emily-Trevino,18400.1,2680.82,2005,2014
379,Joel-Nelson,19303.21,6078.59,2000,2011
380,April-Patel,18502.79,6270.82,2005,2013
381,Michelle-Green,10034.96,737.88,2005,2022
382,Allen-Wong,34248.69,5270.46,1990,1996
383,Curtis-Wilkinson,10395.94,4588.28,2005,2013
384,Kristen-Morrow,24656.91,872.95,1990,2020
385,Lucas-Coffey,11714.69,3695.53,2005,2014
386,Lydia-Young,29821.58,4335.42,1990,1992
387,Bryan-Oneill,8065.07,3612.24,2009,2014
388,Betty-Oneill,19581.1,767.27,1998,2002
389,Jay-Sexton,9669.59,623.96,2005,2023
390,Megan-Arias,14563.14,2270.99,2005,2006
391,Joel-Thomas,33628.1,6613.69,1990,2011
392,Patricia-Marsh,23476.5,3191.63,1990,2005
393,Bobby-Guerrero,30710.39,5000.31,1990,2013
394,Wayne-Woods,26714.94,5808.9,1990,2020
395,Larry-Garrett,14534.33,6080.75,2005,2023
396,Heather-Peterson,26798.0,5728.59,1990,2009
397,Wanda-Hunt,37295.11,2922.87,1990,2022
398,Taylor-Peterson,28577.52,6934.24,1990,2004
399,Travis-Ho,37163.53,2330.6,1990,2013
400,Randall-Gallagher,26713.88,1747.49,1990,2008
401,Martha-Thomas,30098.64,3252.02,1990,1999
402,Jonathan-Sexton,12385.3,159.49,2005,2011
403,Annette-Hayes,21434.19,5106.06,1998,2021
404,Valerie-Lindsey,23447.26,5463.25,1990,2003
405,Jesse-Hicks,7110.12,5937.22,2009,2017
406,Jessica-Herrera,15200.13,6078.83,2005,2021
407,Ryan-Gonzalez,23955.95,2756.35,1990,1995
408,Patty-Mathis,23587.04,4572.06,1990,2011
409,Henry-Cook,1949.63,1529.25,2023,2023
410,Lucas-Fernandez,30204.54,1282.01,1990,2005
411,Melanie-Marsh,31408.91,3326.06,1990,2023
412,Gordon-Rhodes,22459.96,4988.72,1997,2020
413,Edwin-Johnson,19058.36,1533.23,2004,2012
414,Justin-Ho,35136.18,5473.45,1990,2016
415,Katherine-Smith,13544.26,4526.44,2005,2015
416,Barbara-Weaver,15225.28,1233.89,2005,2017
417,Mitchell-Morris,8989.19,6659.16,2005,2022
418,Curtis-Robinson,9584.42,1124.85,2005,2019
419,Karen-Fernandez,28249.8,658.02,1990,2003
420,Daniel-Brown,10306.27,1288.28,2005,2014
421,David-Fox,32550.01,1601.72,1990,1997
422,Arthur-Watts,11516.15,3606.98,2005,2019
423,Marc-Patel,19161.14,3012.27,2001,2021
424,Brandy-Palmer,14910.75,6453.21,2005,2007
425,Zachary-Bates,16948.83,5524.81,2005,2012
426,Troy-Fernandez,10341.35,1715.5,2005,2021
427,Yvette-Morris,13278.55,5088.43,2005,2021
428,Gordon-Wolfe,21538.5,3309.96,1998,2011
429,Brandi-Palmer,13628.22,574.43,2005,2015
430,Heather-Mcdonald,28477.97,5522.95,1990,1993
431,Cindy-Walker,7493.85,6220.0,2009,2019
432,Jonathan-Rodriguez,13307.45,750.4,2005,2016
433,Glenda-Fernandez,23657.93,3396.74,1990,2009
434,Dan-Riley,9884.35,1998.88,2005,2005
435,Kim-Marsh,31315.39,1593.12,1990,2007
436,Arthur-Baker,22660.64,6627.45,1997,2013
437,Denise-Bennett,3295.34,2299.96,2023,2023
438,Shelley-Diaz,27384.57,3491.59,1990,1993
439,Calvin-Gordon,32366.17,3465.26,1990,2006
440,Julie-Morris,23394.86,2664.1,1990,1991
441,Janice-Alvarez,4361.95,1650.5,2023,2023
442,Jim-Davis,9374.25,5234.1,2005,2010
443,Maria-Lindsey,30811.56,2779.74,1990,2017
444,Tonya-Anderson,13891.91,5678.57,2005,2015
445,Jesse-Anderson,24683.1,5271.64,1990,2012
446,Mary-Morris,37038.67,5624.28,1990,2010
447,Theresa-Woods,13418.76,6820.9,2005,2021
448,Randy-Weaver,36176.44,1575.8,1990,2012
449,Christine-Martinez,2752.89,1088.63,2023,2023
450,Joel-Taylor,1404.74,287.67,2023,2023
451,Tracy-Hunt,12659.9,5768.13,2005,2020
452,Susan-Malone,23387.35,4918.33,1990,2002
453,Betty-Smith,26236.16,6234.32,1990,2009
454,Alexandra-Allen,18716.87,3791.43,2005,2010
455,Patrick-Williams,10714.15,1220.05,2005,2022
456,John-Patel,34863.15,1262.0,1990,1998
457,Tasha-Arias,22251.95,4542.27,1997,2018
458,Brianna-Arias,29776.66,5037.98,1990,1996
459,Latasha-Flores,37552.05,2163.35,1990,2006
460,Diane-Mcintyre,33964.19,3679.42,1990,1991
461,Tanya-Mathis,36671.25,5571.25,1990,1998
462,Jose-Riley,19741.48,5054.45,1998,2003
463,David-Ho,4787.74,2691.43,2022,2022
464,Katherine-Newman,8348.84,2115.97,2007,2014
465,Denise-Weaver,33720.11,6473.88,1990,2000
466,Scott-Costa,11437.45,198.71,2005,2005
467,Larry-Palmer,32755.2,3520.4,1990,2003
468,Carol-Nelson,19531.62,4977.09,1998,2021
469,Curtis-Odom,20589.99,6544.25,1998,2000
470,Brian-Barker,13546.48,6218.8,2005,2014
471,Mary-Shaw,25992.48,1509.72,1990,1998
472,Cassandra-Nelson,15546.66,4578.25,2005,2014
473,Dean-Palmer,28465.03,4522.14,1990,2021
474,Deanna-Morrow,23667.41,5938.84,1990,2014
475,Adam-Benson,13540.24,2227.24,2005,2020
476,Jay-Barrera,9011.73,1463.94,2005,2005
477,Joyce-Morris,28749.78,4344.9,1990,2000
478,Cassandra-Shaw,37465.05,5816.17,1990,2011
479,Angie-Walton,26409.8,3327.0,1990,2014
480,Matthew-Rodriguez,29991.31,6997.11,1990,1995
481,Jesse-Gray,13229.42,624.63,2005,2013
482,Todd-Watson,8860.23,487.13,2005,2009
483,Michele-Gibson,8891.7,164.63,2005,2015
484,Betty-Klein,26366.1,1199.06,1990,2006
485,Albert-Elliott,26253.41,6541.17,1990,2019
486,Janice-Coffey,33256.36,3710.9,1990,2003
487,Cindy-Odom,31684.4,6394.38,1990,2020
488,Bonnie-Robinson,18683.79,2555.05,2005,2009
489,Corey-Green,23448.53,3793.74,1990,2005
490,Sandra-Parks,12770.55,5771.04,2005,2015
491,Kelly-Hayes,27458.6,5242.18,1990,2005
492,Patty-Howell,20828.75,5050.29,1998,2020
493,Toni-Wong,17422.65,4845.59,2005,2005
494,Brad-Davis,6940.37,2808.49,2011,2014
495,Evan-Hale,35024.84,6580.99,1990,2015
496,Cesar-Kaiser,18168.18,2627.84,2005,2023
497,Amber-Garrett,16034.13,4161.73,2005,2006
498,Brian-Christensen,5028.03,151.44,2022,2022
499,Paul-Bennett,12360.22,5620.74,2005,2020
500,Sherry-Martin,22824.47,3003.0,1997,2019
501,Deborah-Ho,27253.43,4869.23,1990,2001
502,Johnathan-Howell,31353.32,2188.03,1990,2003
503,Tiffany-Serrano,19376.98,1551.0,1998,2019
504,Rachel-Mathis,35676.32,5331.15,1990,1999
505,Jennifer-Martinez,35380.39,2097.05,1990,2021
506,April-Rice,22730.64,2496.26,1997,2007
507,Stephanie-Perez,14102.18,6788.57,2005,2022
508,Scott-King,7253.68,6348.6,2009,2016
509,Bonnie-Williams,20427.58,129.12,1998,2016
510,Nicholas-Walton,4963.44,1721.29,2022,2023
511,Jeffrey-Patel,15140.73,1676.75,2005,2023
512,Ashley-Nelson,23441.73,2765.83,1990,2000
513,Jack-Arias,24321.72,3551.88,1990,2010
