id,name,salary,bonus,hiring_year,dismissing_year
92,Lucas-Taylor,7589.22,4709.67,2020,2020
93,Danielle-Herrera,17611.41,1604.15,2016,2019
94,Ashlee-Mcintyre,22836.82,4403.38,2011,2022
95,Larry-Marsh,19873.73,106.11,2012,2023
96,David-Sexton,32888.45,5062.69,2011,2022
97,Sandra-Watson,33858.31,5151.42,2011,2011
98,Catherine-Hill,24242.93,4152.06,2011,2013
99,Timothy-Hester,20260.57,2045.25,2012,2015
100,Jackie-Mcintyre,33924.25,3810.73,2011,2011
101,Pamela-Howell,36753.62,2542.17,1998,2018
102,Lorraine-Martin,21011.06,4247.67,2011,2011
103,Stacie-Malone,3500.4,1416.36,2022,2023
104,John-Fernandez,37280.87,3430.25,1998,2014
105,Kathleen-Munoz,12484.93,561.86,2020,2022
106,Matthew-Morrow,36015.19,3161.59,2004,2005
107,Patrick-Miller,16687.1,3582.57,2018,2018
108,Marie-Soto,15896.54,1318.33,2019,2019
109,Andrew-Herrera,22634.43,5785.26,2011,2015
110,Darius-Mcdonald,33217.61,4375.56,2011,2015
111,Scott-Davis,14259.21,2833.51,2020,2022
112,Candace-Gray,23579.11,3912.36,2011,2021
113,Amanda-Ho,21204.89,5832.76,2011,2016
114,Angie-Phillips,35702.1,3063.71,2008,2023
115,Patricia-Newman,18266.17,5461.61,2015,2019
116,Kristen-Marsh,20378.35,3642.39,2011,2015
117,Eric-Dixon,25906.68,4378.35,2011,2012
118,Randy-Herrera,6573.58,3099.07,2021,2022
119,Holly-Baker,28597.91,3778.67,2011,2021
120,Chelsea-Flores,7817.16,6107.77,2020,2022
121,Breanna-Stevenson,27947.98,510.6,2011,2014
122,Kristy-Marsh,35812.8,3942.71,2008,2019
123,Tara-Wolfe,19747.7,3012.75,2012,2019
124,Carrie-Peterson,19262.99,1355.89,2012,2020
125,Lisa-Murphy,22153.52,4712.51,2011,2021
126,Rhonda-Gonzalez,12379.5,2037.93,2020,2020
127,Henry-Hunt,12888.32,1024.32,2020,2022
128,Laura-Hayes,33405.45,1535.24,2011,2012
129,Loretta-Bates,20222.81,5510.34,2012,2015
130,Alison-Soto,9419.82,2014.62,2020,2023
131,Todd-Perez,34786.58,5117.39,2011,2013
132,Christopher-Serrano,13614.51,1846.32,2020,2021
133,Veronica-Bates,26233.04,2454.67,2011,2013
134,Dan-Barker,16878.47,5555.99,2017,2019
135,Julie-Mcdonald,33179.43,3524.48,2011,2014
136,Robert-Brown,17795.36,3768.81,2016,2017
137,Chelsea-Soto,24656.53,3385.42,2011,2022
138,Cassandra-Rice,4606.52,2248.3,2021,2022
139,Gordon-Jones,35885.54,4822.73,2006,2013
140,Jill-Christian,36369.29,6566.83,2001,2018
141,Sara-Morrow,28278.68,3896.96,2011,2013
142,Rick-Walton,36533.84,3098.1,2001,2010
143,Brenda-Soto,20694.58,829.49,2011,2023
144,Gene-Christensen,13597.3,3302.05,2020,2023
145,Ronald-Serrano,14895.01,5734.93,2019,2019
146,Grant-Herrera,10882.6,6496.39,2020,2023
147,Jill-Marsh,20139.8,2168.43,2012,2020
148,Craig-Perez,23644.47,1323.58,2011,2021
149,Martha-Sexton,13202.93,2630.9,2020,2023
150,Jared-Bennett,17365.8,1008.57,2016,2022
151,Stacy-Martinez,8600.15,5130.33,2020,2020
152,Sabrina-Bennett,33193.47,5836.09,2011,2011
153,Gina-Klein,33936.87,5239.68,2011,2014
154,Denise-Bates,20828.72,2331.97,2011,2023
155,Sarah-Gray,22627.44,3265.76,2011,2015
156,Adam-Nelson,26413.7,2171.91,2011,2022
157,Jodi-Baker,19531.2,6730.45,2012,2016
158,Victoria-Rose,24735.37,5218.37,2011,2019
159,Renee-Mcdonald,5418.5,3555.94,2021,2021
160,Cassidy-Howell,28043.12,2057.82,2011,2022
161,Samantha-Barrera,34182.87,5139.36,2011,2019
162,Victoria-Woods,30799.25,6349.88,2011,2011
163,Kristine-Anderson,35589.3,2522.2,2009,2015
164,Zachary-Watts,15970.65,6061.88,2019,2021
165,Peter-Oneill,17504.92,6986.61,2016,2021
166,Michelle-Fernandez,30977.92,3873.7,2011,2014
167,Glenda-Newman,14853.25,2400.26,2019,2020
168,Luis-Guerrero,18901.47,793.69,2012,2016
169,Arthur-Young,9035.22,3594.93,2020,2021
170,Douglas-Malone,17358.09,5386.99,2016,2020
171,Megan-Cook,10293.34,538.04,2020,2020
172,Taylor-Stevenson,32034.73,5441.86,2011,2015
173,Walter-Gonzalez,7181.08,5492.37,2021,2023
174,Lydia-Benson,19634.68,2056.79,2012,2018
175,Victor-Patel,19842.07,211.12,2012,2013
176,Kim-Mitchell,34584.14,2922.07,2011,2017
177,Zachary-Peterson,24548.93,885.36,2011,2023
178,Taylor-Davis,18009.38,949.42,2016,2017
179,Holly-Sexton,11770.21,4111.09,2020,2021
180,David-Barrera,36907.61,2961.95,1998,2001
181,Tracy-Wilkinson,21070.94,4557.33,2011,2023
182,Katherine-Munoz,6830.89,4467.04,2021,2023
183,Dan-Rodriguez,27533.1,5518.34,2011,2019
184,Mariah-Johnson,33160.54,1379.14,2011,2017
185,Morgan-Munoz,17503.62,835.62,2016,2022
186,Adrian-Ho,5739.83,2493.96,2021,2021
187,Christian-Hunt,30610.37,1921.91,2011,2017
188,Samantha-Young,36133.11,4429.81,2003,2014
189,Stacie-Cook,31498.23,3169.87,2011,2019
190,Michelle-Wilkinson,14540.62,2235.64,2020,2021
191,Wanda-Odom,13816.49,2696.21,2020,2023
192,Jessica-Nelson,17963.23,6296.68,2016,2017
193,Lauren-Marsh,17106.32,300.41,2017,2023
194,Edward-Coffey,5790.8,851.7,2021,2022
195,Holly-Morrow,14821.38,1044.81,2019,2021
196,Anthony-Watts,8407.02,4426.86,2020,2021
197,Jose-Green,17231.97,6029.57,2016,2018
198,Allen-Flores,12115.44,4205.3,2020,2023
199,Paul-Ho,10581.13,4177.65,2020,2023
200,Craig-Dixon,14705.69,2787.4,2020,2020
201,Kathryn-Benson,24495.53,1332.16,2011,2014
202,Chelsea-Benson,18012.68,2264.08,2016,2023
203,Kristina-Nelson,8819.08,4265.68,2020,2021
204,Sheila-Coffey,29975.23,6400.78,2011,2017
205,Karen-Hicks,32549.15,1599.6,2011,2018
206,Troy-White,14852.58,3740.65,2019,2023
207,Bobby-Hill,33207.3,4514.0,2011,2018
208,Alyssa-Wilkinson,32793.89,6785.18,2011,2022
209,Jill-Weaver,27730.19,4244.88,2011,2013
210,Jonathan-Cook,20348.93,4504.24,2011,2023
211,Joyce-Klein,20536.6,2962.11,2011,2012
212,Johnathan-Guerrero,27756.96,3966.6,2011,2014
213,David-Walton,22810.91,4066.13,2011,2012
214,Sarah-Hill,6600.22,4641.53,2021,2023
215,Jessica-Oneill,37798.19,2375.41,1995,2013
216,Patricia-Rodriguez,28487.08,5335.59,2011,2019
217,Christina-Herrera,26183.3,4758.77,2011,2020
218,Tammy-Peterson,16825.31,1653.83,2018,2019
219,Sonya-Klein,24736.01,4301.52,2011,2021
220,Joshua-Trevino,10112.05,6908.58,2020,2023
221,Sean-Barker,5665.33,2657.18,2021,2021
222,Brandon-Rice,15958.36,1578.05,2019,2019
223,Heather-Bennett,6998.16,723.4,2021,2022
224,Luis-Martin,35884.8,398.65,2006,2014
225,Angie-Hicks,32192.36,6978.9,2011,2018
226,Renee-Christian,16473.6,4924.28,2018,2018
227,Anne-Green,19019.63,1654.54,2012,2020
228,Margaret-Hill,23071.79,886.1,2011,2013
229,Laura-Miller,36860.25,6567.3,1998,2023
230,Denise-Shaw,29045.9,1592.71,2011,2014
231,Patty-Rhodes,10850.92,3690.68,2020,2021
232,Nicholas-Wilkinson,34300.48,1948.85,2011,2012
233,Mark-Patel,36327.44,402.82,2001,2017
234,Katherine-Jones,15615.68,6294.7,2019,2021
235,Brad-Murphy,19041.97,5260.99,2012,2016
236,Tami-Williams,24553.97,2095.05,2011,2012
237,Kathleen-Mcintyre,23547.14,6758.52,2011,2022
238,Christina-Flores,26891.34,1828.86,2011,2017
239,Angela-Weaver,21433.91,4341.89,2011,2014
240,Mark-Costa,29994.52,5777.02,2011,2012
241,Walter-Watson,32999.1,6151.48,2011,2012
242,Janice-Hicks,30730.26,1914.57,2011,2011
243,Audrey-Harrison,37664.14,2330.56,1996,2002
244,Michele-Hill,31032.69,3174.51,2011,2017
245,Taylor-Costa,34686.47,236.72,2011,2017
246,Ana-Shaw,7700.49,917.1,2020,2023
247,Alice-White,2932.92,340.41,2023,2023
248,Wayne-Christian,18065.0,5525.3,2015,2021
249,Albert-Nelson,15260.49,4048.65,2019,2023
250,Megan-Arias,6934.57,1389.57,2021,2022
251,Catherine-Anderson,22301.03,6244.73,2011,2013
252,Sabrina-Young,17837.29,2230.73,2016,2020
253,Paul-Malone,13265.94,3824.91,2020,2022
254,Valerie-Peterson,21492.47,993.35,2011,2017
255,Nichole-Stevenson,14374.31,2800.67,2020,2021
256,Brad-Kaiser,11165.81,308.11,2020,2021
257,Benjamin-Flores,21031.05,5378.41,2011,2016
258,Renee-Rhodes,26735.29,2515.16,2011,2020
259,Teresa-Shaw,18938.73,4857.09,2012,2021
260,Patty-Watts,19301.17,6769.45,2012,2019
261,Anne-Christensen,29794.27,4777.05,2011,2021
262,Tonya-Robinson,26799.35,6623.28,2011,2023
263,Caroline-Christensen,18636.63,4979.27,2012,2013
264,Tanya-Mcdonald,7732.76,1542.76,2020,2023
265,Keith-Taylor,37675.73,3657.17,1996,2012
266,Jacob-Newman,9212.48,5597.7,2020,2020
267,Pamela-Thomas,24835.82,4930.1,2011,2016
268,Brandi-Flores,32000.05,6810.72,2011,2018
269,Alice-Odom,21857.63,1649.11,2011,2015
270,Kaitlyn-Bennett,12625.02,1335.93,2020,2022
271,Victoria-Diaz,12832.01,3900.56,2020,2022
272,Danielle-Martinez,35276.43,1627.95,2011,2020
273,Anne-Patel,34471.12,869.63,2011,2012
274,Wanda-Palmer,19691.01,4069.82,2012,2013
275,Tonya-Marsh,29203.15,4582.0,2011,2015
276,Annette-Malone,8274.5,5949.39,2020,2023
277,Jim-Hill,9545.25,4664.3,2020,2023
278,Latoya-Christian,14153.71,6593.24,2020,2021
279,Catherine-Benson,21959.27,6047.96,2011,2016
280,Laura-Klein,28233.6,3360.51,2011,2017
281,Sean-Davis,29286.06,826.55,2011,2021
282,Janice-Christensen,21589.51,5600.22,2011,2018
283,Jeffrey-Phillips,32057.03,2568.76,2011,2011
284,Sherry-Wolfe,18665.21,1204.01,2012,2022
285,Glenda-Davis,12533.07,4647.94,2020,2022
286,Cindy-Dixon,37408.16,6030.67,1996,2014
287,Cesar-Herrera,35497.33,6944.22,2011,2018
288,Olivia-Gray,8086.51,3791.96,2020,2020
289,Christina-Flores,19584.6,2863.22,2012,2015
290,Renee-Arias,26671.38,2749.57,2011,2011
291,Brad-Parks,14776.79,5424.62,2019,2023
292,Yvette-Lindsey,13053.42,1309.83,2020,2020
293,Angie-Woods,32789.41,3984.1,2011,2021
294,Larry-Parks,35604.36,3353.9,2009,2016
295,Edwin-Phillips,8595.3,5436.92,2020,2023
296,Susan-Dixon,11296.84,1481.83,2020,2020
297,Tracy-Woods,19069.94,688.93,2012,2013
298,Shannon-Rhodes,24391.69,2883.09,2011,2022
299,Thomas-Morris,35044.8,1699.54,2011,2018
300,Chelsea-Wolfe,4717.03,3001.3,2021,2021
301,Angel-Riley,4315.33,3704.3,2021,2021
302,Tyler-Gray,17838.55,5664.88,2016,2019
303,Tara-Riley,14101.76,1914.48,2020,2020
304,Laurie-Arias,20719.6,4359.74,2011,2022
305,Karen-Walker,9261.77,2004.18,2020,2022
306,Rodney-Pena,14526.81,595.07,2020,2020
307,Jose-Kaiser,28461.56,576.64,2011,2021
308,Melanie-Davis,28479.97,6116.45,2011,2014
309,Bethany-Diaz,29076.72,4109.58,2011,2014
310,Dean-Lindsey,17067.26,5714.61,2017,2019
311,Chad-Gray,24685.38,989.75,2011,2023
312,Richard-Brown,26892.49,966.54,2011,2013
313,Gabrielle-Harrison,17022.77,6725.72,2017,2023
314,Michael-Robinson,16219.33,3764.62,2019,2021
315,Lydia-Fernandez,35995.8,2346.94,2005,2020
316,Melanie-Wolfe,1879.71,1524.14,2023,2023
317,Allen-Stevenson,32666.07,6280.23,2011,2011
318,Alison-Robinson,7441.2,3253.8,2020,2020
319,Anna-Banks,11035.01,1247.88,2020,2021
320,Victor-Nelson,28729.16,690.99,2011,2017
321,Lorraine-Christian,20831.63,1311.98,2011,2022
322,Susan-Bennett,30741.38,1184.2,2011,2013
323,Tanya-Fox,8484.35,338.46,2020,2023
324,Christine-Bennett,22501.45,6970.06,2011,2022
325,Christian-Robinson,36489.89,5155.52,2001,2015
326,Richard-Rodriguez,36319.28,5170.49,2002,2006
327,Timothy-Weber,18612.01,937.63,2012,2021
328,Jamie-Barrera,33433.36,1341.45,2011,2019
329,Alyssa-Newman,34692.18,669.9,2011,2022
330,Patrick-Herrera,16124.93,4131.21,2019,2023
331,Jackie-Cook,11713.54,4109.92,2020,2020
332,Alicia-Rose,28502.17,255.05,2011,2019
333,William-Barker,36174.01,777.26,2003,2021
334,Bryan-Garrett,6026.5,5578.6,2021,2023
335,Tyler-King,33392.3,4893.49,2011,2019
336,Anna-Dixon,25930.4,4737.78,2011,2018
337,Rick-Gibson,10990.04,4181.31,2020,2022
338,Brandi-Murphy,24463.25,1233.12,2011,2013
339,Courtney-Jones,2944.79,1571.79,2023,2023
340,Briana-Green,33461.03,1223.6,2011,2022
341,Patricia-Banks,35115.76,1031.04,2011,2022
342,Deanna-Palmer,14583.94,1903.26,2020,2023
343,Kristine-Flores,7997.24,1381.45,2020,2020
344,Gene-Weber,19868.17,3990.59,2012,2017
345,Michelle-Ho,15064.3,1472.6,2019,2019
346,Melissa-Weaver,20497.2,3373.71,2011,2011
347,Jackie-Nelson,12524.24,4374.14,2020,2020
348,Yvette-Soto,18531.05,2176.04,2012,2013
349,Gabrielle-Fox,19502.41,828.26,2012,2022
350,Gina-Arias,5995.22,5750.41,2021,2022
351,Melissa-Mcintyre,15173.15,794.95,2019,2021
352,Tracy-Soto,13127.97,5977.19,2020,2022
353,Kathleen-Cook,14591.43,5304.58,2020,2020
354,Alyssa-Gonzalez,20459.74,2545.68,2011,2013
355,Angel-Weber,24641.17,5271.26,2011,2017
356,Katie-Wilkinson,20503.97,1894.48,2011,2023
357,Calvin-Hicks,36523.06,3363.08,2001,2006
358,Angie-Alvarez,23707.41,4922.98,2011,2019
359,Marie-Odom,31073.63,2703.64,2011,2014
360,Jason-Morris,31842.3,6725.19,2011,2021
361,Candace-Odom,16502.25,3314.35,2018,2023
362,Jeffrey-Mitchell,29976.37,6508.49,2011,2019
363,Kelly-Odom,25952.47,4818.58,2011,2013
364,Miguel-Mcintyre,24789.35,6411.43,2011,2021
365,Jodi-Robinson,3784.69,2311.36,2022,2023
366,Shannon-Elliott,19867.04,2811.37,2012,2016
367,Jon-Soto,14435.88,5230.08,2020,2023
368,Jamie-Walker,18575.63,1456.8,2012,2022
369,Alison-Parks,24001.17,141.48,2011,2016
370,Adam-Costa,24632.35,5553.9,2011,2018
371,Deanna-Diaz,9208.29,1948.88,2020,2020
372,Lisa-Soto,27390.23,2329.78,2011,2014
373,Jose-Munoz,27892.13,600.32,2011,2013
374,Angie-Gonzalez,9850.62,3368.53,2020,2022
375,Valerie-Palmer,20859.97,5499.35,2011,2020
376,Bradley-Anderson,11016.76,2512.41,2020,2023
377,Laurie-Cook,15845.69,3914.18,2019,2021
378,Danielle-Christian,32410.86,4982.54,2011,2011
379,Jimmy-Hale,30657.64,6508.82,2011,2021
380,Toni-Young,9815.24,2211.85,2020,2021
381,Dean-Barker,2409.08,1694.38,2023,2023
382,Travis-Shaw,14351.15,1749.75,2020,2023
383,Shannon-Benson,24278.29,4529.35,2011,2015
384,Adam-Hayes,3276.87,1560.61,2022,2023
385,Crystal-Weber,33914.32,2121.95,2011,2017
386,Stacy-Nelson,3608.82,332.75,2022,2022
387,Parker-Brown,37659.55,6780.38,1996,1998
388,Dan-Gray,10752.21,2662.85,2020,2020
389,Emily-Gonzalez,26820.85,6445.8,2011,2018
390,Nathan-Shaw,7806.81,1548.2,2020,2020
391,Cesar-Howell,16828.84,2059.09,2017,2018
392,Lydia-Christensen,20608.41,4474.59,2011,2016
393,Veronica-Mathis,10439.81,6709.47,2020,2021
394,Angel-Rodriguez,20346.56,6848.9,2011,2018
395,Joyce-Hill,35931.47,1934.1,2006,2020
396,Dylan-Weber,28154.3,374.35,2011,2019
397,Larry-Benson,29547.52,6652.25,2011,2011
398,Alexander-Miller,17230.46,574.35,2016,2021
399,George-Thomas,27015.39,6195.26,2011,2020
400,Deborah-Hunt,35304.23,3647.63,2011,2013
401,Karen-Rose,24118.13,1057.92,2011,2019
402,Anita-Bennett,33883.75,6325.04,2011,2019
403,Breanna-Parks,10744.45,2530.33,2020,2023
404,Jonathan-Dixon,3443.05,2044.63,2022,2022
405,Andrew-Hicks,18682.08,3253.46,2012,2022
406,Alexander-Stevenson,7093.62,899.35,2021,2022
407,Gary-Gibson,29112.65,5047.62,2011,2011
408,Breanna-Harrison,11066.82,1607.73,2020,2020
409,Julia-Riley,12011.71,330.13,2020,2023
410,Travis-Rice,35584.42,3974.96,2011,2015
411,Benjamin-Arias,7661.99,4331.6,2020,2021
412,Austin-Howell,5986.38,4038.7,2021,2023
413,Johnathan-Bennett,29522.86,5804.63,2011,2015
414,Nathaniel-Guerrero,19385.48,4928.3,2012,2020
415,Charles-Allen,13615.71,1490.63,2020,2020
416,Anna-Taylor,30893.55,4402.59,2011,2015
417,Brittany-Wilkinson,32778.55,533.95,2011,2021
418,Johnny-Cook,9136.1,5785.98,2020,2020
419,Alicia-Murphy,29327.67,1661.47,2011,2020
420,Julia-Diaz,12283.86,4667.87,2020,2020
421,Glenda-Ho,11812.16,3248.75,2020,2020
422,Jimmy-Wilkinson,13713.52,3643.2,2020,2023
423,Joshua-Miller,25119.49,1503.85,2011,2020
424,Maria-Bennett,19332.96,5516.65,2012,2019
425,Jack-Hester,23801.02,1437.08,2011,2015
426,Wayne-Malone,16245.26,5618.01,2019,2020
427,Sarah-Miller,27646.96,1803.18,2011,2019
428,Amy-Christensen,34877.71,2300.8,2011,2021
429,Isaiah-Kaiser,18497.9,6360.83,2012,2017
430,Austin-Barker,24494.75,6127.63,2011,2021
431,Kristen-Garrett,33100.74,2483.82,2011,2023
432,Glenda-Gray,10692.27,1980.52,2020,2022
433,Dustin-Peterson,23935.16,764.25,2011,2011
434,Jessica-Hester,24089.56,5345.32,2011,2015
435,Rebecca-Herrera,26736.62,1155.73,2011,2011
436,Cory-White,25390.37,1950.9,2011,2017
437,Christina-Costa,14634.66,2067.1,2020,2020
438,Theresa-Weber,35443.42,2682.82,2011,2021
439,Wayne-Martinez,12111.94,610.55,2020,2021
440,Dawn-Alvarez,26304.69,3380.51,2011,2017
441,Mark-Marsh,37735.62,6949.81,1996,2015
442,Ann-Robinson,37669.84,4407.51,1996,2003
443,Madison-Rodriguez,33882.84,4687.52,2011,2019
444,Yvonne-Christensen,10923.85,3373.15,2020,2022
445,Dylan-Hale,36291.42,4681.51,2002,2016
446,Luis-Klein,8607.72,5415.22,2020,2022
447,Latasha-Phillips,21381.53,4277.15,2011,2011
448,Daniel-Martin,3272.27,3188.67,2023,2023
449,Cassandra-Taylor,26084.46,4927.1,2011,2020
450,Sheila-Bennett,15980.14,4715.42,2019,2021
451,Dana-Hale,13843.14,1705.45,2020,2023
452,Timothy-Rose,16973.17,6716.16,2017,2022
453,Arthur-Soto,32767.19,2218.42,2011,2023
454,Brandi-Pena,6836.63,741.58,2021,2023
455,Gina-Williams,25912.13,669.53,2011,2011
456,Bryan-Serrano,19579.93,3575.43,2012,2015
457,Parker-Rodriguez,35774.52,5422.19,2008,2016
458,Kaitlyn-Benson,27472.48,6303.94,2011,2017
459,Jasmine-Gray,29226.54,6029.87,2011,2023
460,Nathaniel-Barrera,25862.62,3912.57,2011,2014
461,Lydia-Riley,2443.95,1740.32,2023,2023
462,Charles-Bates,19583.31,2346.52,2012,2019
463,Bethany-Dixon,15325.67,4653.84,2019,2019
464,Amanda-Gallagher,18011.98,6685.55,2016,2023
465,Danielle-Sexton,37097.19,5109.93,1998,2001
466,Amber-Walker,25599.13,6575.22,2011,2016
467,Kathryn-Gordon,24129.01,4538.33,2011,2023
468,Susan-Anderson,35209.8,6187.53,2011,2013
469,Briana-Hill,33235.82,3512.54,2011,2023
470,Sandra-Robinson,37614.27,3393.23,1996,2020
471,Krista-Rodriguez,19623.27,4470.97,2012,2023
472,Christina-Gordon,6727.49,611.62,2021,2021
473,Keith-Diaz,18381.43,3189.23,2012,2018
474,Lorraine-Marsh,30253.5,2464.83,2011,2017
475,Latoya-Herrera,32266.56,278.25,2011,2018
476,Antonio-Young,18052.9,1179.35,2016,2023
477,Cesar-Parks,22922.97,4254.64,2011,2020
478,Victoria-Woods,24553.97,4143.66,2011,2022
479,Travis-Green,14469.37,6700.37,2020,2021
480,Alison-Rodriguez,20397.33,262.89,2011,2021
481,Lucas-Weber,9542.21,2112.73,2020,2023
482,Julie-Thomas,5579.77,640.72,2021,2021
483,Morgan-Mitchell,29074.09,5081.51,2011,2023
484,Seth-Munoz,10352.05,2585.65,2020,2023
485,Phillip-Perez,23262.62,2399.61,2011,2013
486,Alison-Howell,19946.7,3849.09,2012,2018
487,Krista-Alvarez,15828.66,1031.13,2019,2023
488,Angie-Christensen,27247.55,6186.63,2011,2015
489,Barbara-Murphy,13555.01,5977.16,2020,2023
490,Randy-Bates,23085.95,900.23,2011,2011
491,Kim-Rose,35612.43,3044.88,2009,2017
492,Beverly-Gordon,27598.9,4144.54,2011,2018
493,Beverly-Rose,23963.32,3665.64,2011,2012
494,Jose-Hayes,4050.04,1367.75,2021,2023
495,Tasha-Hunt,20274.71,1900.65,2012,2023
496,Gina-Barker,33574.23,1791.57,2011,2021
497,Justin-Mathis,8089.38,4590.09,2020,2020
498,Gary-Gray,14182.94,215.32,2020,2023
499,Kathleen-Barrera,32623.44,317.41,2011,2020
500,Jason-Christian,26508.6,2809.51,2011,2023
501,Charles-Mitchell,7736.9,3891.3,2020,2022
502,Patrick-Weaver,13780.59,179.64,2020,2020
503,Jimmy-Davis,5098.53,4539.85,2021,2023
504,Joseph-King,20483.01,2528.06,2011,2018
505,Joseph-Thomas,19590.98,3824.78,2012,2015
506,Cory-Ho,15220.48,824.55,2019,2019
507,Sheryl-Gray,34311.07,1592.34,2011,2013
508,Sarah-Bennett,18319.34,443.65,2012,2023
509,Juan-Martin,5323.79,3187.7,2021,2021
510,Tina-Parks,26563.92,2201.62,2011,2017
511,Craig-Nelson,12439.46,3548.66,2020,2022
