id,name,salary,bonus,hiring_year,dismissing_year
36,Rhonda-Williams,27144.97,5017.85,1990,2014
37,Cheryl-Thomas,17828.57,1034.26,1990,2023
38,Manuel-Walton,3839.58,2326.79,1991,2009
39,Bobby-Davis,35226.57,5327.46,1990,2001
40,Madison-Herrera,29833.43,2286.75,1990,2013
41,Ian-Hunt,7278.43,6149.83,1990,2006
42,Adrian-Barrera,30048.18,744.44,1990,2007
43,Ian-Harrison,3433.13,1193.55,1991,1995
44,Jay-Bates,15015.45,1123.94,1990,2013
45,Latoya-Gordon,1481.23,612.06,2008,2022
46,Olivia-Coffey,27830.05,3948.91,1990,2021
47,Jennifer-Dixon,18064.84,470.38,1990,1997
48,Tiffany-Fernandez,25254.31,4145.06,1990,1990
49,Angie-Malone,20870.97,3960.98,1990,2004
50,April-Mitchell,14052.38,4658.63,1990,1992
51,Sandra-Bates,32091.19,2320.38,1990,1994
52,Peter-Walker,16544.87,2673.46,1990,2017
53,Joanna-Lindsey,31724.37,4575.34,1990,1995
54,Ryan-Rhodes,29951.13,2566.84,1990,1992
55,Nancy-Gibson,18431.74,4949.77,1990,1999
56,Martha-Miller,29309.66,2815.81,1990,1994
57,James-King,22747.79,224.56,1990,1998
58,Laurie-Harrison,31635.89,179.75,1990,2016
59,Jerry-Diaz,22577.07,6029.43,1990,2011
60,Jay-Morrow,1952.74,1342.84,1994,2014
61,Kim-Elliott,33890.04,1939.67,1990,2018
62,Stephanie-Malone,3577.62,2459.38,1990,1995
63,Rachel-Hale,36567.17,6039.44,1990,2022
64,Darius-Elliott,36083.92,1651.86,1990,1999
65,Curtis-Sexton,29582.98,392.56,1990,2003
66,Todd-Guerrero,27895.61,709.65,1990,2010
67,Arthur-Gibson,2357.14,2285.0,1990,2000
68,Wanda-Garrett,23600.1,2307.73,1990,2014
69,Jon-Johnson,33910.8,5205.99,1990,2002
70,Grant-Harrison,35231.24,6724.66,1990,2011
71,Brandon-Mcdonald,37440.17,6757.49,1990,1998
72,Latoya-Martin,2799.79,2080.45,1990,2012
73,Briana-Williams,33264.65,2505.62,1990,2007
74,Sherry-Howell,17954.18,424.03,1990,1998
75,Eric-Williams,31276.7,2943.41,1990,2004
76,Janice-White,5090.93,1443.47,1990,2009
77,Matthew-Martin,34188.08,1338.17,1990,2007
78,Amber-Watts,16883.66,2906.16,1990,2022
79,April-Nelson,3542.45,3539.26,1990,2009
80,Rodney-Williams,32531.2,1917.39,1990,1995
81,Dean-Coffey,5633.33,3236.72,1990,2014
82,Anne-Morris,21956.54,988.69,1990,2011
83,Tammy-Mitchell,37482.59,5521.98,1990,2013
84,Lorraine-Palmer,16423.42,4177.26,1990,2023
85,Walter-Riley,1377.35,472.92,1999,2007
86,Anne-Newman,26819.23,5302.47,1990,2022
87,Melissa-Herrera,14592.63,602.3,1990,1997
88,Nancy-Gibson,1357.85,1315.37,2023,2023
89,Gordon-Serrano,22978.17,3011.81,1990,2000
90,Nancy-Young,21372.25,1850.4,1990,2019
91,Melanie-Christian,25586.52,6607.42,1990,2007
92,Laura-Morris,36222.51,1793.75,1990,2019
93,Latasha-Mcintyre,29257.39,1645.07,1990,2012
94,Erik-Martinez,21980.66,3055.66,1990,1996
95,Tiffany-King,29025.54,3828.94,1990,2002
96,Grant-Fernandez,17170.47,4679.65,1990,2023
97,Olivia-Nelson,16885.41,1525.54,1990,2011
98,Stacy-Thomas,18190.74,5742.11,1990,2004
99,Jack-Newman,7646.36,3420.61,1990,1994
100,Krista-Herrera,27684.75,6104.61,1990,2007
101,Maria-White,5671.07,4728.81,1990,2000
102,Mary-Garrett,29727.05,3422.91,1990,2008
103,Nancy-Rhodes,20248.39,6594.57,1990,1991
104,Julia-Oneill,18803.0,3982.33,1990,1993
105,Angela-Mathis,29012.43,3213.05,1990,1993
106,Angela-Dixon,8782.74,5532.15,1990,1993
107,Johnny-Jones,1356.59,1175.03,2006,2016
108,Kathryn-Mcintyre,2019.58,282.85,1994,2016
109,Arthur-Miller,25088.48,4476.01,1990,2019
110,Erik-Johnson,8255.97,626.07,1990,2000
111,Jimmy-Hill,25057.31,1333.54,1990,1991
112,Adam-Smith,17903.56,2449.46,1990,2017
113,Cory-Taylor,29710.9,5756.09,1990,2005
114,Brenda-Jones,6983.17,2433.68,1990,2000
115,Donald-Barker,22245.74,3583.03,1990,2008
116,Alexandra-Barker,25804.82,1458.46,1990,2004
117,Lisa-Morris,23090.82,2722.34,1990,1995
118,Isaiah-Miller,8273.31,629.55,1990,2003
119,Alice-Gibson,23845.04,2681.13,1990,2017
120,Julia-White,34233.16,3733.81,1990,2002
121,Darius-Mathis,37227.22,862.56,1990,2010
122,Tiffany-Banks,8292.28,302.35,1990,2012
123,Paul-Soto,2631.66,553.69,1990,1993
124,Shelley-Martinez,19700.05,1761.77,1990,2002
125,Gene-Hester,28924.72,4773.29,1990,2021
126,Breanna-Rodriguez,1638.0,1554.05,1994,2020
127,Debra-Garrett,24069.39,3177.31,1990,1997
128,Gina-Martinez,12394.83,2034.84,1990,2010
129,Henry-Herrera,15077.38,501.64,1990,2023
130,Andrew-Wolfe,32855.9,1972.43,1990,2000
131,Amanda-Gibson,17908.56,3031.78,1990,2009
132,Annette-Marsh,6913.39,671.59,1990,2002
133,Sara-Oneill,13869.67,3527.91,1990,1991
134,Latoya-Williams,15233.69,409.59,1990,2003
135,Joshua-Mcdonald,33296.8,6112.88,1990,1990
136,Amanda-Robinson,13130.61,3283.34,1990,2017
137,Shannon-Wilkinson,36580.65,2527.15,1990,2007
138,Sandra-Odom,32466.28,3383.1,1990,2005
139,Ian-Cook,25176.95,473.95,1990,2002
140,Jon-Malone,5603.08,2634.73,1990,1997
141,Grant-Martinez,34676.4,6211.17,1990,1993
142,Corey-Baker,20035.92,1425.41,1990,2007
143,Randy-Walton,36744.0,230.42,1990,2006
144,Gary-Woods,4236.38,717.29,1990,2002
145,Jeffrey-Parks,32631.01,6365.28,1990,2023
146,Alexandra-Walton,23115.55,222.99,1990,2010
147,Melissa-Watts,8771.73,4485.91,1990,2016
148,Aaron-Banks,22442.81,5683.4,1990,2011
149,Brittany-Jones,26824.24,5561.41,1990,2010
150,Aaron-Rodriguez,26559.79,4235.62,1990,1994
151,Morgan-Christensen,22040.3,1763.24,1990,1990
152,Betty-Christian,28819.38,3147.52,1990,2013
153,Stacey-Coffey,4204.39,2861.07,1990,2012
154,Miguel-Marsh,17411.19,6384.75,1990,1994
155,Marc-Gallagher,22214.31,5452.97,1990,2003
156,Albert-Nelson,34918.78,6387.21,1990,2015
157,Caroline-Wilkinson,15075.88,503.25,1990,2016
158,Gabrielle-Mcintyre,35437.61,894.63,1990,2020
159,Christina-Alvarez,16054.62,6670.84,1990,2014
160,Cheryl-Banks,21978.43,5878.65,1990,1993
161,Keith-Weber,23636.74,1205.06,1990,2011
162,Zachary-Kaiser,20279.58,5595.58,1990,2008
163,George-Green,11900.87,3936.63,1990,1997
164,Debra-Stevenson,29462.65,5904.89,1990,2015
165,Matthew-Wong,17118.86,2140.29,1990,2021
166,Kathryn-Serrano,35155.04,4000.57,1990,1990
167,Carrie-Gallagher,15022.02,115.08,1990,1996
168,Theresa-Diaz,25090.16,6331.73,1990,1997
169,Teresa-Rodriguez,25726.59,3155.62,1990,2002
170,Rachel-Allen,35979.06,2702.38,1990,2004
171,Shelby-Hill,24021.96,4678.6,1990,2020
172,Chelsea-Parks,12552.61,3641.72,1990,1991
173,Taylor-Hunt,36506.43,1085.56,1990,2005
174,Maxwell-Woods,31524.72,4622.82,1990,1998
175,Barbara-Diaz,9700.44,2526.34,1990,2020
176,Deborah-Pena,33013.65,1115.08,1990,1998
177,Christopher-Fox,12978.05,229.71,1990,2022
178,Tina-Stevenson,16528.42,6326.81,1990,2012
179,Johnathan-Phillips,28838.5,4720.24,1990,1993
180,Julie-Elliott,9383.85,2013.72,1990,2016
181,Natalie-Cook,37129.45,5840.6,1990,1991
182,Stacey-Young,2841.47,640.57,1990,1993
183,Wendy-Baker,25070.9,2387.66,1990,2022
184,Mary-Wilkinson,33569.34,3637.96,1990,1998
185,Loretta-Nelson,28765.11,1974.04,1990,2006
186,Albert-Arias,13833.13,5472.19,1990,2011
187,Wayne-Hayes,30752.37,1153.2,1990,2007
188,Loretta-King,24063.5,6159.77,1990,2019
189,Jonathan-Klein,25111.31,3033.3,1990,2015
190,Juan-Cook,1489.99,958.58,1991,2006
191,Robert-Klein,17183.24,4685.45,1990,2012
192,Donna-Gibson,6715.32,6031.65,1990,2001
193,Brian-Wilkinson,25734.95,2032.63,1990,2004
194,Jimmy-Benson,37784.66,5298.25,1990,1994
195,Laurie-Walton,36453.2,298.14,1990,1999
196,Jay-Hale,5246.24,1219.64,1990,1998
197,Patricia-Marsh,26905.96,5889.73,1990,2022
198,Laurie-Gray,4148.93,2250.1,1990,1995
199,Sierra-Walton,24045.95,1667.94,1990,2007
200,Walter-Hester,10958.1,3286.83,1990,2005
201,Jackie-Stevenson,33675.51,1617.61,1990,2003
202,Sherry-Arias,10980.4,5721.89,1990,1998
203,Maria-Green,26426.98,2069.89,1990,2018
204,Alice-Morrow,7597.68,6643.73,1990,2007
205,Parker-Nelson,31858.96,3520.73,1990,1991
206,Cory-Hill,1424.41,857.37,1997,2001
207,Stacy-Odom,17868.97,5815.36,1990,1998
208,Gordon-Oneill,21485.29,3189.04,1990,2016
209,Timothy-Young,37396.77,2659.75,1990,2005
210,Christine-Watson,6443.02,5338.89,1990,2010
211,Zachary-Walker,33744.82,3471.12,1990,2020
212,Brittany-Gallagher,32321.47,5616.39,1990,1991
213,Victoria-Kaiser,24423.69,5321.8,1990,2011
214,Manuel-Sexton,20962.36,887.59,1990,2021
215,Tanya-Dixon,9640.63,4961.68,1990,2018
216,Kim-Allen,36051.69,3130.06,1990,2008
217,Joanna-Rhodes,36192.97,2915.96,1990,2004
218,Gregg-Walton,14024.66,1569.7,1990,2008
219,Joel-Johnson,5888.74,3846.82,1990,2001
220,Jamie-Alvarez,30817.38,1699.61,1990,2010
221,Diane-Stevenson,17195.72,1953.51,1990,2001
222,Caroline-Herrera,19481.66,4103.46,1990,2023
223,Amy-Lindsey,28724.87,820.51,1990,1991
224,Carrie-Odom,30086.03,5990.76,1990,2006
225,Renee-Phillips,8504.33,3271.32,1990,1999
226,Vanessa-Trevino,17379.64,5048.98,1990,2021
227,Michele-Perez,15981.83,5383.11,1990,2012
228,Jon-King,31214.02,4895.86,1990,2004
229,Jill-Malone,22728.65,3343.28,1990,2007
230,Cassidy-Sexton,3314.53,1775.36,1990,2007
231,Kaitlyn-Elliott,10375.45,3193.56,1990,1993
232,Susan-Thomas,32948.69,4051.86,1990,2010
233,Toni-Martin,20988.25,1569.44,1990,2011
234,William-Gordon,12960.72,4216.36,1990,2016
235,Wendy-Ho,4597.73,3526.14,1990,1993
236,Karen-Alvarez,17298.02,5793.07,1990,2001
237,Lydia-Riley,8084.46,3808.78,1990,2012
238,Bryan-Taylor,26159.23,2791.8,1990,2003
239,Julie-Klein,2687.49,1478.37,1990,2008
240,Theresa-Munoz,24354.02,256.94,1990,2019
241,Paul-Guerrero,20919.71,6544.43,1990,1996
242,Anna-Hayes,17966.61,4543.76,1990,2001
243,Miguel-Martin,32963.29,5108.58,1990,2014
244,Joanna-Malone,15341.66,5080.91,1990,2023
245,Cindy-Rice,15344.27,1001.42,1990,2023
246,Gordon-Davis,6443.33,3617.94,1990,1993
247,Yvette-Newman,20437.31,3305.53,1990,2005
248,Kristy-Benson,21798.55,2544.97,1990,1993
249,Dustin-Rose,14616.92,2843.71,1990,1997
250,Keith-Robinson,30299.73,5729.3,1990,2015
251,Arthur-Murphy,22907.29,6576.75,1990,2022
252,Cassidy-Mcintyre,20155.92,6086.59,1990,1993
253,Jasmine-Dixon,1607.81,727.45,1991,2011
254,Brianna-Christian,12934.22,6339.66,1990,1998
255,Margaret-Palmer,30335.34,6151.15,1990,2013
256,Patricia-Patel,27318.83,3119.28,1990,2021
257,Anthony-Mitchell,23796.21,2867.72,1990,2008
258,Corey-Weaver,21524.49,5756.76,1990,2019
259,Aaron-Brown,28050.61,970.28,1990,2004
260,Travis-Wong,31958.75,925.82,1990,1993
261,Courtney-Odom,26167.32,6834.5,1990,2018
262,Leah-Hill,9713.49,4091.05,1990,2023
263,Marc-Murphy,18651.94,1128.34,1990,2022
264,Samuel-Watts,14198.77,1443.85,1990,2000
265,Luis-Rhodes,10818.13,560.26,1990,1996
266,Kelly-Watts,13352.92,3944.88,1990,2022
267,Ana-Green,21352.34,6355.28,1990,2008
268,Marc-Guerrero,3347.28,956.72,1990,2012
269,Laurie-Costa,36000.89,1553.91,1990,2015
270,Dan-Davis,2619.57,2307.02,1990,2019
271,Annette-Benson,10412.21,6267.09,1990,1998
272,Annette-Kaiser,3288.49,119.87,1990,2000
273,Marie-Taylor,2452.94,1752.36,1990,2019
274,Martha-Hayes,35532.38,6595.8,1990,1993
275,Amy-Miller,8831.12,6918.69,1990,2006
276,Mariah-Hunt,18014.57,4069.13,1990,2012
277,Randy-Hayes,12094.5,5441.24,1990,2013
278,Vanessa-Allen,5724.68,4517.73,1990,1991
279,Randy-Hill,36911.63,3654.05,1990,2003
280,Gene-Herrera,10769.39,6491.02,1990,2019
281,Cody-Elliott,1448.21,399.14,1997,2021
282,Joshua-Trevino,7116.22,2529.18,1990,2012
283,Angie-Ho,9425.88,6744.21,1990,2008
284,Mike-Gordon,12017.38,3133.37,1990,2021
285,Todd-Gordon,7017.46,6810.7,1990,2021
286,Rachel-Gallagher,34818.85,2319.07,1990,1999
287,Keith-Rose,10925.28,5017.52,1990,2019
288,Barbara-Shaw,21831.45,1613.34,1990,2000
289,Alexandra-Patel,32204.46,4786.34,1990,2010
290,Jackie-Morrow,3607.06,2647.1,1990,2005
291,Meredith-Pena,24951.21,4805.24,1990,2012
292,Mitchell-Parks,11971.67,2543.48,1990,1990
293,Courtney-Wong,19964.83,2530.77,1990,2016
294,Crystal-Nelson,12032.82,2216.41,1990,1995
295,Chelsea-Walton,34972.97,3552.9,1990,1992
296,Katie-Mathis,17897.13,6985.64,1990,2014
297,Valerie-Gibson,16714.94,3684.45,1990,1994
298,Brandi-Perez,15870.56,5608.93,1990,2023
299,Cody-Garrett,18593.59,4699.47,1990,2013
300,Annette-Mcdonald,27616.32,5415.18,1990,2018
301,Kaitlyn-Wilkinson,17932.92,4070.77,1990,2019
302,Arthur-Wolfe,8593.24,5914.08,1990,2018
303,Tyler-Walton,29288.73,2071.12,1990,1990
304,Kathleen-Anderson,31994.52,4053.03,1990,1998
305,Joanna-Christensen,1442.53,1295.1,1994,2013
306,Jim-Ho,22070.96,4209.24,1990,1993
307,Gregory-Rose,19993.8,4075.89,1990,2007
308,Matthew-Christian,26034.78,3909.03,1990,2023
309,Shelley-Phillips,8043.37,1789.87,1990,2000
310,Seth-Morris,27599.29,5026.44,1990,2015
311,Juan-Taylor,10503.92,4619.35,1990,1998
312,Taylor-Gonzalez,33128.21,3044.45,1990,2017
313,George-Miller,35914.43,6833.11,1990,1996
314,George-Johnson,8064.02,497.87,1990,2007
315,Kimberly-Phillips,22139.14,1341.64,1990,2007
316,Wesley-Wong,32033.8,3099.29,1990,2012
317,Juan-Barrera,32686.15,3384.33,1990,1998
318,Francis-Rice,19034.26,4481.5,1990,1991
319,Adam-Wilkinson,14534.66,3464.27,1990,1995
320,Erik-Herrera,11546.78,5977.01,1990,1996
321,Dan-Costa,23828.06,1576.69,1990,2007
322,Beverly-Hicks,33522.0,3531.08,1990,2004
323,Krista-Pena,36186.26,3265.97,1990,2011
324,Shannon-Miller,7848.09,3999.95,1990,1992
325,Nancy-Wong,11820.03,2443.7,1990,2011
326,Savannah-Hayes,3635.95,339.37,1990,2017
327,Brad-Sexton,20018.08,5379.62,1990,1990
328,Brandon-White,34803.58,3402.37,1990,2008
329,Manuel-Coffey,16315.02,813.34,1990,2020
330,Jeffrey-Odom,6708.09,5197.76,1990,2020
331,Jodi-Morris,20855.34,4311.8,1990,1991
332,Robert-Williams,35168.74,6540.4,1990,2012
333,Breanna-Oneill,35205.13,3063.59,1990,1996
334,Kevin-Riley,27239.2,2665.03,1990,2002
335,Donald-Gray,23456.26,1944.4,1990,1995
336,Wendy-Newman,22848.02,5044.7,1990,2019
337,Albert-Fernandez,29765.48,3809.98,1990,2000
338,Nichole-Wolfe,3356.64,1847.27,1990,2014
339,Katherine-Walton,13594.38,6545.18,1990,2007
340,Miguel-Wong,7838.85,6308.76,1990,2012
341,Tasha-Nelson,11456.09,4078.22,1990,2019
342,Troy-Cook,20087.15,5732.37,1990,2005
343,Evan-Mcdonald,9130.4,1679.27,1990,2022
344,Meredith-Hill,33821.41,2622.14,1990,2019
345,Alice-Robinson,22867.7,6046.59,1990,2004
346,Janice-Rodriguez,36378.04,1598.31,1990,1993
347,Chad-King,34738.42,910.44,1990,2005
348,Susan-Howell,3944.9,2437.28,1990,1990
349,Brian-Christensen,11065.72,1542.93,1990,1997
350,Emily-Bates,10999.48,6767.26,1990,2012
351,Edward-Guerrero,25668.23,1612.84,1990,1990
352,Jim-Green,12593.47,2261.87,1990,2022
353,Johnathan-Gallagher,6702.31,6313.7,1990,2012
354,Mike-Newman,19150.0,6089.18,1990,2002
355,Evan-Bates,35546.49,4059.18,1990,2003
356,Meredith-Trevino,37510.93,4567.76,1990,2022
357,Brandy-Brown,12847.66,4903.28,1990,2016
358,Evan-Perez,23164.65,4810.99,1990,2018
359,Bryan-Murphy,34252.3,4107.12,1990,1997
360,Nicole-Howell,36361.89,2533.27,1990,2020
361,Candace-Woods,7765.23,868.29,1990,2015
362,Brad-Hayes,11660.99,1366.06,1990,2004
363,Latoya-Rhodes,36086.42,5692.99,1990,2001
364,Kristina-Bennett,20685.23,2947.74,1990,2005
365,Rachel-Dixon,12614.03,5897.22,1990,2001
366,Martha-Gallagher,8479.45,4746.36,1990,2021
367,Loretta-Anderson,31488.18,2428.09,1990,2011
368,Douglas-Banks,31882.83,6372.25,1990,1999
369,Bradley-Mcdonald,6305.58,3712.88,1990,2008
370,Annette-Newman,6030.95,3934.15,1990,2006
371,Theresa-Howell,32817.83,5746.68,1990,2000
372,Gwendolyn-Gibson,24282.43,2960.96,1990,1994
373,Savannah-Rodriguez,37525.47,1415.08,1990,1997
374,Loretta-Soto,37779.31,6983.69,1990,2010
375,Danielle-White,6421.11,1615.79,1990,2003
376,Calvin-Gonzalez,26355.14,6052.44,1990,2002
377,Angie-Wolfe,24278.19,5586.82,1990,2017
378,Crystal-Christian,22123.34,5835.22,1990,2014
379,Bobby-Lindsey,22081.7,3070.06,1990,1993
380,Robert-Weber,17666.99,2093.53,1990,2000
381,Ann-Ho,32209.97,632.46,1990,2021
382,Stacey-Nelson,15945.23,2377.92,1990,2020
383,Mary-Marsh,22961.71,2428.85,1990,1998
384,Kyle-Rhodes,27902.73,1154.94,1990,2006
385,Seth-Shaw,1410.82,854.62,1994,2022
386,Brittany-Robinson,25044.22,5059.36,1990,2007
387,Todd-Christian,16461.1,6196.24,1990,2005
388,Yvonne-Miller,13308.7,6539.93,1990,2013
389,Ian-Bennett,14837.02,2160.25,1990,2001
390,James-Williams,13912.59,1562.64,1990,1994
391,Derek-Costa,19247.37,283.08,1990,1993
392,Joseph-Munoz,35142.29,6684.75,1990,2020
393,Ryan-Lindsey,14913.42,4186.67,1990,2021
394,Aaron-Taylor,14012.25,3546.55,1990,2000
395,Rachel-Rodriguez,26230.89,971.96,1990,2015
396,Wendy-Gibson,9432.3,6032.03,1990,2021
397,Loretta-Rhodes,31890.74,4951.75,1990,1998
398,Gene-Weaver,14211.87,5320.07,1990,1999
399,Angel-Sexton,2859.38,891.62,1990,2021
400,Sean-Nelson,28622.07,3463.33,1990,1996
401,Loretta-Marsh,25807.38,886.14,1990,2001
402,Yvonne-Howell,28016.31,409.62,1990,2005
403,Crystal-Bates,21343.81,6567.86,1990,1992
404,Antonio-Wong,36784.16,6624.73,1990,1994
405,Nathan-Arias,9812.2,1681.06,1990,2014
406,Mariah-Watts,24586.35,5830.36,1990,2019
407,Johnathan-Anderson,18380.79,3551.07,1990,2006
408,Corey-Oneill,14551.27,6420.18,1990,2020
409,Tasha-Mathis,17451.59,2891.43,1990,2016
410,Sheila-Martinez,2700.56,1342.03,1990,2001
411,Madison-Stevenson,32331.8,1231.38,1990,2022
412,Sandra-Woods,14644.2,1538.08,1990,1996
413,Lucas-Nelson,22926.05,1708.8,1990,2021
414,Megan-Elliott,7558.93,6167.62,1990,2009
415,Savannah-Barker,4031.32,2346.3,1990,2009
416,Monica-Palmer,9713.06,5737.8,1990,2009
417,Joyce-Fox,23952.79,6832.39,1990,2001
418,William-Weaver,28347.75,963.52,1990,1992
419,Tyler-Rice,10835.99,6700.41,1990,1998
420,Alicia-Peterson,27278.71,1098.58,1990,1993
421,Latoya-Pena,11437.11,4758.51,1990,2004
422,Anita-Cook,19873.17,516.82,1990,1992
423,Jay-Thomas,16959.44,1961.21,1990,2008
424,Randall-Bates,27286.43,6548.6,1990,2013
425,Grant-Anderson,15757.04,4180.38,1990,2007
426,Gordon-Oneill,27496.36,3718.67,1990,2013
427,Cassidy-Taylor,6786.53,1008.42,1990,2023
428,Stacie-Walker,32861.55,3091.16,1990,1992
429,Parker-Christensen,29918.57,5615.33,1990,2007
430,Emily-Morrow,8790.18,3994.78,1990,2023
431,Parker-Watson,4133.55,2286.54,1990,1993
432,Laura-Weaver,28452.05,5517.26,1990,2011
433,Tammy-Gallagher,9021.14,1478.63,1990,2009
434,Wayne-Munoz,21071.1,4121.78,1990,1999
435,Troy-Green,25276.63,1498.21,1990,2010
436,Kelly-Lindsey,3686.42,1598.48,1990,2012
437,Deborah-Walton,19580.15,5228.94,1990,2016
438,Christian-Barrera,32540.58,5216.45,1990,2009
439,Chelsea-Taylor,32669.72,215.91,1990,2018
440,George-Wong,36478.32,1702.83,1990,2003
441,Breanna-Young,23406.09,3581.41,1990,2000
442,Eddie-Hale,33558.2,3167.34,1990,2009
443,Christopher-Mcdonald,2064.65,1890.49,1990,2014
444,Olivia-Gonzalez,5818.45,292.81,1990,1994
445,Thomas-Parks,37466.97,2129.69,1990,2019
446,Jessica-Shaw,19872.74,6869.03,1990,2018
447,Melissa-Hicks,23176.62,4348.58,1990,1991
448,Sheryl-Wilkinson,30503.83,6963.61,1990,2020
449,Bradley-Hayes,1453.53,1005.94,1993,2009
450,Gary-Soto,32348.36,256.07,1990,2021
451,Debra-Sexton,11982.47,4490.99,1990,2003
452,Tasha-Nelson,28283.72,6854.51,1990,2016
453,Sonya-Morrow,9726.76,1732.47,1990,2007
454,Troy-Morris,31769.74,2037.55,1990,2021
455,Alicia-Gallagher,22513.72,5241.12,1990,2021
456,Tyler-White,22505.25,6616.0,1990,2004
457,Gregory-Anderson,22470.0,1406.51,1990,1995
458,Jim-Watson,33771.94,5862.19,1990,2001
459,Donald-Martinez,35745.77,3637.88,1990,2004
460,Shelley-Walker,24502.45,3417.76,1990,2002
461,Walter-Mcdonald,13030.94,1253.97,1990,2002
462,Lisa-Weaver,37242.47,864.88,1990,1996
463,Antonio-Oneill,24935.41,292.56,1990,1996
464,Monica-Odom,12281.25,3029.28,1990,2001
465,Elizabeth-Klein,19262.35,5015.35,1990,2017
466,Brian-Kaiser,11609.08,5722.91,1990,2020
467,Ashlee-Smith,11341.51,3766.57,1990,1997
468,Eddie-King,19583.48,446.36,1990,2004
469,Miguel-Klein,2936.9,418.38,1990,1992
470,Nathaniel-Kaiser,4777.72,1263.43,1990,1996
471,Paul-Herrera,12119.79,3025.54,1990,1990
472,Tami-Anderson,18743.97,4112.02,1990,2001
473,Daniel-Perez,17424.43,3996.3,1990,2002
474,Patty-Bennett,1345.0,989.96,1998,2007
475,Peter-Marsh,12606.81,1727.09,1990,1990
476,Ana-Miller,34645.08,189.17,1990,2012
477,Brian-Wong,29924.91,1322.64,1990,2000
478,Brandi-Martinez,26079.59,980.57,1990,2010
479,Lisa-Hicks,18634.61,5623.03,1990,1995
480,Victor-Costa,3298.98,2409.09,1990,2000
481,April-Fox,36728.75,6817.46,1990,2014
482,Cassandra-Gray,20961.72,2540.86,1990,2002
483,Joshua-Hicks,21937.7,949.97,1990,2005
484,Todd-Guerrero,24058.1,215.63,1990,2012
485,Debra-Bates,25390.88,3599.25,1990,1996
486,Angel-Hunt,25494.8,5680.39,1990,2022
487,Jack-Mcdonald,27488.22,6420.7,1990,2006
488,Bryan-Ho,9476.4,2365.79,1990,2023
489,Shannon-Fernandez,22159.4,1398.94,1990,2002
490,Daniel-Weber,33497.22,899.97,1990,1996
491,Stacey-Gibson,21959.0,996.22,1990,2007
492,Margaret-Bates,12079.73,3336.84,1990,1995
493,Marie-Mcintyre,28719.36,4867.59,1990,1995
494,Amy-Howell,25694.96,3014.37,1990,2013
495,Benjamin-Watson,2257.08,1399.6,1990,1991
496,Henry-Hester,21310.12,3059.78,1990,1995
497,Sheryl-King,12145.09,5013.88,1990,2019
498,Joseph-Gordon,13358.38,4547.05,1990,2018
499,Beverly-Rose,29481.21,4774.39,1990,2014
500,Carol-Klein,25730.63,4030.59,1990,2012
501,Denise-Wolfe,13360.95,4285.53,1990,1999
502,Jon-Dixon,35434.43,280.86,1990,1997
503,Chelsea-Morrow,33178.87,6416.88,1990,1997
504,Miguel-Marsh,18307.35,5164.52,1990,2014
505,Derek-Rose,5248.44,4172.06,1990,2016
506,Richard-Weber,9380.63,2218.34,1990,1993
507,Cory-Mitchell,7847.79,6224.17,1990,1999
508,Dustin-Flores,25593.91,3549.76,1990,1990
509,Jasmine-Benson,10778.67,2006.3,1990,2005
510,Caroline-Martinez,31110.9,4750.21,1990,2009
511,Dean-Baker,24994.26,5103.79,1990,2007
