id,name,salary,bonus,hiring_year,dismissing_year
145,Vanessa-Banks,35845.12,4250.32,1990,2019
146,Calvin-Stevenson,13882.97,1419.53,1990,1994
147,James-Barker,32089.53,5214.37,1990,2020
148,Craig-Phillips,11278.37,6686.22,1990,1996
149,Joseph-Jones,23672.69,5926.63,1990,2022
150,Gabrielle-Herrera,14768.64,2707.74,1990,1994
151,Jonathan-Barrera,3672.94,2366.13,1990,2014
152,Shelby-Parks,20533.15,1494.68,1990,2021
153,Joanna-Parks,34416.04,391.93,1990,1997
154,Kelly-Mcintyre,7136.01,4977.8,1990,2005
155,Bradley-Banks,1874.2,1527.99,1991,2008
156,Crystal-Green,9778.83,2802.57,1990,2011
157,Benjamin-Thomas,10779.93,1108.53,1990,2015
158,Patricia-Kaiser,36661.85,2104.07,1990,2014
159,Tonya-Patel,14919.8,2377.24,1990,2023
160,Christopher-Serrano,20456.89,325.77,1990,2010
161,Lydia-Gordon,29254.59,138.27,1990,1992
162,Allen-Hester,8930.76,4753.8,1990,2014
163,Jessica-Serrano,9498.19,1863.51,1990,1992
164,Adam-Alvarez,19796.47,2735.89,1990,2002
165,Vanessa-Dixon,4217.49,687.22,1990,2010
166,Isaiah-Lindsey,26174.61,5919.25,1990,2011
167,Kim-Miller,7257.41,5855.35,1990,2011
168,Brandon-Morrow,27418.09,1256.12,1990,1996
169,Melissa-Lindsey,16507.01,2783.79,1990,2004
170,April-Alvarez,14485.75,4545.52,1990,2023
171,Rebecca-Weber,13489.28,5544.22,1990,2008
172,Zachary-Morris,37503.67,1793.76,1990,2013
173,Tami-Rhodes,1513.83,977.41,1996,2013
174,Beverly-Stevenson,7722.68,4470.92,1990,2009
175,Holly-Cook,2735.73,295.38,1991,2004
176,Debra-Gordon,21010.08,5177.58,1990,2013
177,Leah-Alvarez,33787.98,2008.56,1990,2018
178,Nathaniel-Martin,27353.32,3219.08,1990,2001
179,Wendy-Barrera,30912.2,3435.69,1990,2004
180,Carol-Brown,29184.17,6999.43,1990,1991
181,Mitchell-Parks,28432.16,3085.02,1990,2019
182,Martha-Benson,6777.77,1092.5,1990,1990
183,Alexandra-Hicks,22871.81,6815.5,1990,1993
184,Shelley-Diaz,28124.08,6470.02,1990,2011
185,Lisa-Elliott,27126.19,3164.7,1990,2013
186,Kyle-Jones,5802.62,4745.84,1990,2013
187,Eric-Baker,7215.64,5073.86,1990,1999
188,Betty-Gibson,2860.07,1768.12,1991,2020
189,Martha-Brown,14326.19,240.97,1990,2018
190,Randy-Perez,25320.1,1174.68,1990,2012
191,Steven-Brown,24677.16,5446.99,1990,1998
192,Jodi-Wong,7149.93,2201.12,1990,2005
193,Wesley-Bates,28332.52,5578.37,1990,2012
194,Kevin-Malone,26801.82,4472.04,1990,2019
195,Brandi-Gibson,31030.16,2575.14,1990,1994
196,Anita-Riley,22152.18,533.89,1990,1998
197,Kimberly-Serrano,4357.39,2457.13,1990,1998
198,Lucas-Rice,32662.94,1111.36,1990,1999
199,Edwin-Trevino,12568.98,5889.19,1990,2020
200,Jonathan-Johnson,35309.06,3259.61,1990,1997
201,Aaron-Hicks,18519.81,2158.21,1990,2017
202,Natalie-Fox,21786.08,1355.44,1990,2021
203,Jill-Herrera,27789.95,4284.93,1990,2005
204,Tara-Hester,2408.19,2201.59,1991,2017
205,Dustin-Elliott,13706.53,1533.86,1990,1990
206,Jackie-Bennett,17365.58,6162.71,1990,1999
207,Natalie-Woods,34621.42,1833.1,1990,2019
208,John-Mathis,3500.59,235.29,1991,2004
209,Christina-Hester,32823.32,5400.4,1990,2016
210,Jennifer-Green,34362.25,4144.55,1990,2005
211,Briana-Martin,13614.55,990.91,1990,2009
212,Tracy-Mcintyre,19649.01,3537.0,1990,1990
213,Jodi-Lindsey,3070.51,1887.42,1991,2023
214,Tracy-Hayes,26108.26,5005.0,1990,2006
215,Cory-Wolfe,35220.54,2715.77,1990,2000
216,Cheryl-Bennett,36868.31,4030.37,1990,1990
217,Rebecca-Rose,25246.79,1454.57,1990,2003
218,Julia-Palmer,20178.26,3612.05,1990,2006
219,Charles-Kaiser,11349.99,2650.88,1990,1999
220,Anthony-Rhodes,16780.93,5739.57,1990,1992
221,Tammy-Munoz,1515.82,847.92,1995,2003
222,Laurie-Barrera,32288.35,4356.18,1990,1995
223,Matthew-Anderson,25540.15,5539.83,1990,1994
224,Heather-Cook,31067.44,1308.4,1990,2021
225,Sara-Hicks,16119.93,6652.44,1990,2008
226,Kathryn-Pena,28336.54,3388.32,1990,2022
227,Kyle-Mitchell,21485.15,843.35,1990,2016
228,Michael-King,3055.88,3035.11,1991,2014
229,Tasha-Green,23838.42,3003.68,1990,1990
230,Ann-Patel,17963.83,6968.2,1990,2001
231,Robert-Robinson,2136.7,1506.32,1990,1990
232,Michelle-Morris,9240.83,865.33,1990,2001
233,Kathleen-Shaw,15297.11,5695.13,1990,2021
234,Joel-Weber,30330.73,5812.76,1990,2016
235,Amy-White,22567.93,5620.13,1990,1995
236,Carol-Gray,22866.54,6556.84,1990,2020
237,Teresa-Walton,32681.37,6972.08,1990,1996
238,Edward-Jones,1955.41,1411.69,1990,2015
239,Ashlee-Odom,20604.55,4926.89,1990,1999
240,Anthony-Arias,31379.44,1171.54,1990,2014
241,Jill-Peterson,15239.34,888.87,1990,2020
242,Catherine-Shaw,1475.18,174.6,1996,2009
243,Taylor-Sexton,1320.6,686.62,2018,2018
244,Ann-Shaw,4254.72,2784.19,1990,2000
245,Tracy-Mathis,34009.97,6377.54,1990,2015
246,Brandi-Murphy,4299.83,2347.68,1990,2013
247,Jason-Marsh,21245.22,6533.71,1990,2016
248,Veronica-Dixon,32305.72,4457.99,1990,2015
249,Sabrina-Johnson,24250.08,1027.88,1990,2001
250,Jenna-Rodriguez,4555.72,3093.41,1990,2017
251,Joshua-Rose,23826.79,495.96,1990,1990
252,Seth-Jones,25750.7,5598.34,1990,2014
253,Bruce-Wolfe,6424.48,2478.71,1990,1992
254,Jacob-Gibson,24073.4,6791.52,1990,2012
255,Edwin-Mcdonald,14915.61,4475.3,1990,2002
256,Andrew-King,21018.97,4152.8,1990,2004
257,Betty-Banks,32604.1,5841.91,1990,2000
258,Mariah-Coffey,24063.11,5049.55,1990,2007
259,Derek-Howell,7025.73,6777.88,1990,1995
260,Alice-Young,25452.68,4248.31,1990,2000
261,Jon-Gonzalez,21000.89,4749.72,1990,2022
262,Thomas-Benson,5871.49,2498.83,1990,2022
263,Parker-Marsh,9309.59,3317.29,1990,2013
264,Heather-Robinson,20095.93,4951.92,1990,2015
265,Randy-Rose,26454.92,4379.54,1990,2019
266,Pamela-Rhodes,25177.7,3095.78,1990,1995
267,Briana-Stevenson,6566.4,270.86,1990,2004
268,Teresa-Thomas,33566.61,4354.19,1990,1999
269,Albert-Miller,24939.84,1691.16,1990,2009
270,Taylor-Martin,3393.99,2853.68,1990,2023
271,Jonathan-Walton,18568.4,4963.29,1990,2011
272,Melissa-Elliott,17129.49,4876.14,1990,2011
273,Bethany-Soto,35057.59,3770.63,1990,2000
274,Sheryl-Woods,8248.47,1476.33,1990,2023
275,Katherine-Hill,35016.21,6699.48,1990,1993
276,Tonya-Stevenson,14671.19,2460.21,1990,1994
277,Tara-Soto,32588.67,6796.81,1990,2019
278,Stephanie-Stevenson,28115.22,5723.41,1990,1997
279,Kristen-Cook,1393.4,730.16,1999,2018
280,Lorraine-Fox,12595.51,5575.7,1990,2015
281,Janice-Weber,23521.79,4263.98,1990,2012
282,Patricia-Green,26449.3,601.09,1990,2015
283,Nicole-Walker,20681.86,6101.79,1990,2014
284,Juan-Thomas,36020.06,5544.84,1990,2015
285,Antonio-Bennett,3237.65,1834.52,1990,1992
286,Richard-Flores,6472.63,2856.86,1990,2022
287,Brittany-Gibson,8095.75,5668.49,1990,2010
288,Richard-Rice,30765.92,1502.56,1990,1999
289,Joanna-Wilkinson,29702.22,3449.05,1990,2011
290,Michelle-Jones,20604.97,3161.43,1990,2020
291,Eddie-Gibson,24913.96,3511.3,1990,1999
292,Lucas-Rose,10612.21,1255.69,1990,2015
293,Manuel-Hill,31902.21,1064.24,1990,1999
294,Kristy-Barrera,36326.01,5542.26,1990,2019
295,Bobby-Odom,11873.34,4021.77,1990,2022
296,Ian-Walker,29686.16,2581.26,1990,2012
297,Larry-Martinez,11235.9,6491.8,1990,2017
298,Audrey-Mathis,21770.75,2901.07,1990,1992
299,Kristina-Fox,26780.99,3141.25,1990,2012
300,Alicia-Banks,34945.1,6170.0,1990,2005
301,Melissa-Morris,25989.64,3978.17,1990,1996
302,Jack-Soto,29990.03,6255.42,1990,2006
303,Edwin-Harrison,13629.28,4499.84,1990,2019
304,Arthur-Gallagher,23620.8,2648.75,1990,2005
305,Jodi-Gordon,8977.83,689.26,1990,2000
306,Katie-Bates,30687.47,2161.11,1990,2016
307,Gina-Wilkinson,20158.98,2552.79,1990,2008
308,Caroline-Pena,13781.24,2297.41,1990,2005
309,Susan-Mitchell,4515.8,3784.05,1990,2000
310,Cheryl-Elliott,32764.78,6366.53,1990,2007
311,Parker-Jones,24642.93,2298.05,1990,1993
312,Catherine-Kaiser,21676.26,4029.53,1990,2006
313,Edward-Soto,16017.07,3611.95,1990,2006
314,Dustin-Peterson,32741.09,6331.73,1990,2005
315,Megan-Christensen,8882.93,3917.33,1990,1991
316,Joseph-Rose,18579.46,3054.42,1990,2012
317,Shelley-Ho,2136.4,1781.0,1990,2000
318,Eric-Riley,32568.56,3377.14,1990,2011
319,Beverly-Young,26968.54,1014.07,1990,2000
320,Joel-Trevino,20096.03,3963.71,1990,1995
321,Megan-Odom,33376.28,2186.76,1990,2014
322,Angie-Sexton,32301.94,2390.43,1990,1999
323,Maria-Hayes,37615.78,2748.01,1990,1997
324,Lydia-Wolfe,13962.6,6842.46,1990,1992
325,Pamela-Jones,5458.05,1927.07,1990,2021
326,Cory-Fernandez,18323.68,4990.66,1990,2001
327,Brandi-Arias,35395.69,2321.66,1990,1995
328,Christian-Mcintyre,31353.27,5164.12,1990,1993
329,Craig-Riley,29433.23,550.79,1990,1990
330,Stephanie-Arias,29858.32,6784.08,1990,2012
331,Kenneth-Martinez,12182.28,1388.26,1990,2018
332,Andrew-Morrow,33412.04,4395.42,1990,2019
333,Ann-Peterson,29038.66,3980.53,1990,2002
334,Latasha-Morrow,10122.71,5765.94,1990,2009
335,Ian-Mitchell,33549.52,5140.54,1990,2009
336,Yvette-Ho,4335.81,2805.16,1990,2021
337,Evan-Guerrero,14329.84,4641.89,1990,2004
338,Jamie-Mcintyre,14084.04,863.74,1990,2011
339,Beverly-Weaver,16684.47,6399.05,1990,1997
340,Gwendolyn-Barrera,30566.73,6986.56,1990,1995
341,Catherine-Williams,6215.45,476.34,1990,1994
342,Kathleen-Hester,14616.33,2861.02,1990,2018
343,Jack-King,15423.47,786.79,1990,2001
344,Bobby-Allen,29796.48,6740.24,1990,1994
345,Christopher-Kaiser,28976.04,6986.6,1990,2018
346,Troy-Wilkinson,19445.41,3091.29,1990,2007
347,Janice-Mitchell,19612.74,5829.14,1990,2018
348,Morgan-Gibson,8026.79,1530.62,1990,2012
349,Andre-Murphy,1934.5,276.98,1990,2019
350,Larry-Parks,11369.17,5674.3,1990,2020
351,Sierra-Thomas,3066.47,1200.79,1990,2011
352,Julie-Young,14531.58,2271.19,1990,2005
353,Barbara-Gordon,18488.31,2227.35,1990,2020
354,Donna-Weaver,34004.32,6486.86,1990,1995
355,Gregory-Woods,35308.74,6799.4,1990,2007
356,Carrie-Flores,14471.6,3326.62,1990,2005
357,Derek-Bates,14532.98,6650.18,1990,1999
358,Grant-Klein,26007.84,4175.37,1990,2020
359,Jasmine-Howell,29662.93,1983.31,1990,2004
360,Amber-Kaiser,12399.84,2691.6,1990,1998
361,Mariah-Phillips,30983.37,1371.3,1990,2023
362,Jerry-Mcdonald,12608.28,5840.83,1990,1997
363,Phillip-Taylor,8907.57,2987.01,1990,1999
364,Lucas-Diaz,37626.03,912.74,1990,1997
365,Alexa-Parks,24558.18,4605.55,1990,1990
366,Kaitlyn-Walker,33495.41,5714.78,1990,2017
367,Lorraine-Perez,28690.67,1822.02,1990,1991
368,Courtney-Herrera,19707.48,5270.8,1990,1998
369,Peter-White,5659.83,5032.94,1990,2001
370,Teresa-Mitchell,9075.94,4075.45,1990,2012
371,Gene-Banks,13931.12,6952.55,1990,2020
372,Gene-Rice,7272.46,3883.86,1990,2000
373,Lauren-Lindsey,34355.06,2256.8,1990,2022
374,Shelby-Stevenson,32682.64,1901.62,1990,1993
375,Robert-Sexton,16864.74,1353.17,1990,2007
376,Brad-Mcintyre,29441.21,4639.91,1990,1993
377,Jesse-Rice,30957.08,543.78,1990,2002
378,Kristy-Munoz,21602.67,4188.98,1990,2015
379,Carrie-Guerrero,9504.62,1131.74,1990,2023
380,Stephanie-Guerrero,12881.81,519.01,1990,2008
381,Juan-Hill,11096.74,3121.38,1990,1997
382,Amanda-Munoz,1830.78,1178.82,1994,2017
383,Dylan-Mcintyre,34482.39,5860.82,1990,2003
384,David-Sexton,17942.68,1765.31,1990,1991
385,Candace-Banks,10316.17,5443.93,1990,2023
386,Emily-Stevenson,13718.05,730.72,1990,2013
387,Danielle-Arias,33190.07,5393.26,1990,1995
388,Deborah-Sexton,35992.53,3434.19,1990,1999
389,Amanda-Hunt,21745.7,6574.0,1990,2017
390,Maxwell-Nelson,28118.89,1481.22,1990,2022
391,Christian-Taylor,35670.57,3888.68,1990,1997
392,Keith-Walton,6686.75,2666.71,1990,1995
393,Tammy-Sexton,7931.65,251.8,1990,1991
394,Jerry-Gibson,26041.74,3058.4,1990,2023
395,Michelle-Cook,25687.62,3415.74,1990,1993
396,Angela-Peterson,20837.27,1042.35,1990,2005
397,Walter-Oneill,17784.09,3205.43,1990,2013
398,Bobby-Riley,32668.92,948.78,1990,2021
399,Richard-Gallagher,31358.04,2475.08,1990,1990
400,Eddie-Christensen,35183.81,1310.25,1990,2009
401,Alison-Munoz,29714.15,1858.3,1990,2006
402,Austin-Gray,18336.03,3284.42,1990,2016
403,Mike-Guerrero,23932.72,5272.5,1990,2021
404,Chad-King,6563.87,4426.51,1990,1999
405,Catherine-Hayes,27026.11,4546.95,1990,2021
406,Marie-Flores,20687.54,1292.76,1990,2009
407,Betty-Watts,30918.98,5712.45,1990,2002
408,Betty-Barrera,1345.24,268.82,1999,2010
409,Joel-Patel,26592.92,1323.59,1990,2015
410,Danielle-Gallagher,29847.1,5298.31,1990,2018
411,Barbara-Jones,29195.85,5802.69,1990,2023
412,Latoya-Hill,26549.79,1397.01,1990,2012
413,Amanda-Weber,13381.33,3981.23,1990,2000
414,Allen-Cook,19215.5,724.96,1990,2006
415,Tammy-Barker,29167.29,4283.25,1990,2021
416,Valerie-Johnson,24506.74,3833.15,1990,1996
417,Robert-Weber,29565.38,5529.67,1990,2017
418,Tracy-Thomas,24971.53,6566.57,1990,2013
419,Jack-Walton,13059.6,6940.58,1990,1997
420,Melissa-Rhodes,10808.71,2703.4,1990,2021
421,Samantha-Morris,8053.71,1454.97,1990,2012
422,Alice-Cook,6508.37,6453.18,1990,2011
423,Randy-Miller,33709.96,961.15,1990,2001
424,Tiffany-Alvarez,31436.48,4162.42,1990,2010
425,Keith-Pena,25480.81,5319.32,1990,1994
426,Jimmy-Wilkinson,34432.2,3931.5,1990,2006
427,Lauren-Serrano,3778.92,659.41,1990,2015
428,Jason-Wong,19709.27,1848.28,1990,1997
429,Tiffany-Mcdonald,37139.48,5061.93,1990,2020
430,William-Mcintyre,25496.74,6965.36,1990,2010
431,Anthony-Mcdonald,19228.65,5343.32,1990,2022
432,Brandi-Peterson,16579.93,3163.61,1990,2003
433,Brandi-Riley,24415.29,6939.85,1990,1997
434,Jose-Rodriguez,8015.01,5080.84,1990,1993
435,Amber-Allen,17930.55,611.37,1990,2021
436,Brenda-Munoz,15752.07,240.69,1990,2012
437,Annette-Hill,4911.03,629.28,1990,2022
438,Charles-Mitchell,5514.51,3500.26,1990,2017
439,Julie-Gordon,17164.49,5932.51,1990,2014
440,Dustin-Patel,23835.87,3322.73,1990,2016
441,Toni-Harrison,20301.77,2004.56,1990,1997
442,Johnathan-Oneill,24457.94,3416.53,1990,1990
443,Mitchell-King,34191.51,5770.5,1990,2001
444,Curtis-Benson,32379.17,1954.1,1990,2009
445,Zachary-Alvarez,6043.51,2549.21,1990,2019
446,Yvonne-Flores,11339.05,2594.13,1990,1995
447,Evan-Smith,36502.63,3761.17,1990,1995
448,Matthew-Elliott,33435.95,5290.41,1990,2023
449,Sierra-Nelson,34622.88,4991.26,1990,2022
450,Patrick-Walton,29281.65,322.01,1990,2004
451,Travis-Mcdonald,17805.78,1188.2,1990,2020
452,Amy-Robinson,14970.27,3235.65,1990,2007
453,Kristina-Murphy,19611.49,6675.61,1990,2008
454,Angie-Rose,16961.68,6061.35,1990,1998
455,Christian-Mitchell,12181.17,2675.83,1990,2022
456,Barbara-Hunt,34737.79,4192.36,1990,1991
457,Karen-Barker,15772.49,2166.14,1990,2006
458,Timothy-Christensen,14575.52,2526.6,1990,2020
459,Candace-Cook,34855.4,393.88,1990,1996
460,Ann-Wilkinson,20291.76,2163.94,1990,2023
461,Christian-King,28619.7,6500.71,1990,2012
462,Deanna-Hicks,26037.13,112.47,1990,1992
463,Aaron-Barrera,24296.7,4667.58,1990,1998
464,Deborah-Mathis,20357.58,3804.38,1990,2016
465,Shelley-Stevenson,36303.34,4884.12,1990,1994
466,Kathryn-Miller,30431.66,5453.17,1990,2000
467,Valerie-Baker,33568.5,4167.64,1990,2019
468,Ashlee-Patel,13577.43,5750.12,1990,2019
469,Erik-Palmer,14702.22,4463.74,1990,1999
470,Theresa-Marsh,13295.5,6954.87,1990,2021
471,Natalie-Klein,29489.47,6194.95,1990,2012
472,Henry-Brown,30270.04,4976.18,1990,2015
473,Stacie-Oneill,37686.36,6540.97,1990,1991
474,Jose-Bennett,12397.94,6779.6,1990,2002
475,Edwin-Rodriguez,19657.31,4141.78,1990,2005
476,Sarah-Perez,20697.68,2542.6,1990,2011
477,Seth-Green,3336.85,1490.2,1990,2022
478,Alexander-Ho,29812.53,4082.12,1990,1999
479,David-Cook,24433.35,3290.7,1990,1996
480,Heather-Allen,29641.91,1954.56,1990,2012
481,Kristen-Dixon,26033.72,5863.89,1990,2011
482,Sheila-Walton,37746.12,5318.86,1990,2006
483,Carol-Smith,26225.53,6921.44,1990,1997
484,Patty-Lindsey,27769.87,1927.98,1990,1993
485,Brianna-Kaiser,31915.06,6325.26,1990,2002
486,Anita-Benson,24110.67,433.6,1990,2018
487,Yvette-Elliott,14876.65,6769.92,1990,1991
488,Troy-Parks,19912.73,6030.65,1990,2001
489,Ricky-Barker,17104.5,4789.64,1990,2020
490,Latasha-Mathis,20537.28,4547.16,1990,2011
491,Sandra-Newman,13392.61,221.65,1990,1999
492,Daniel-Hicks,21991.36,5234.92,1990,2014
493,Michele-Williams,27331.66,2529.3,1990,2000
494,Seth-Costa,34495.52,5475.97,1990,2019
495,Latasha-Gray,32003.13,6708.87,1990,2020
496,Denise-Barrera,34032.95,3903.76,1990,1993
497,Shannon-Rodriguez,4357.24,201.81,1990,2000
498,Antonio-Garrett,20742.82,2471.32,1990,2004
499,Benjamin-Rhodes,9177.02,5167.63,1990,1996
500,Catherine-Williams,19994.92,3543.63,1990,2006
501,Victoria-Young,8924.0,1164.77,1990,2006
502,Jose-Parks,22055.29,5683.64,1990,2021
503,Charles-Howell,36962.58,5384.4,1990,1998
504,Isaiah-Munoz,6228.65,250.55,1990,1996
505,Randy-Perez,29670.67,3658.22,1990,1998
506,Aaron-Woods,30587.58,1345.64,1990,2002
507,Brandy-Malone,6815.08,1077.1,1990,2008
508,Francis-Walker,12698.6,823.84,1990,2008
509,Bruce-Trevino,19714.28,4100.9,1990,2022
510,Barbara-Banks,17609.96,1412.78,1990,2004
511,Martha-Barrera,15982.03,4221.8,1990,1990
