id,name,salary,bonus,hiring_year,dismissing_year
60,Allison-Herrera,30050.55,6856.2,1996,2001
61,Douglas-Smith,18271.65,6952.41,2012,2012
62,Isaiah-Gonzalez,7256.75,1741.15,2023,2023
63,Brandi-Dixon,7019.71,4380.58,2023,2023
64,Stacie-Wong,25728.38,2939.02,2004,2011
65,Danielle-Cook,12868.23,985.98,2014,2016
66,Lydia-Harrison,20130.94,285.35,2008,2011
67,Nicole-Nelson,14302.59,4659.81,2013,2015
68,Gina-Patel,23286.51,3776.54,2004,2017
69,Alyssa-King,24187.68,2662.66,2004,2021
70,Jodi-Hill,19049.73,3325.02,2011,2013
71,Jackie-Bennett,16928.52,5241.69,2012,2018
72,Christine-Perez,28365.98,6388.01,2000,2007
73,Gina-Rice,16178.69,5385.83,2013,2023
74,Thomas-Green,33915.06,3313.8,1994,2007
75,Andre-Stevenson,7244.25,3929.75,2023,2023
76,Tami-Barker,18530.18,6510.78,2012,2017
77,Dustin-Riley,12392.09,3763.83,2014,2015
78,Tyler-Marsh,29116.37,1837.0,1998,2018
79,Julie-Costa,29496.07,6415.68,1996,2014
80,Briana-Alvarez,10969.19,6025.11,2020,2023
81,Steven-Young,12450.1,1418.16,2014,2021
82,Angela-Miller,17629.99,2490.22,2012,2016
83,Brian-Serrano,14537.27,5160.97,2013,2019
84,Rhonda-Dixon,34122.04,4726.15,1994,2014
85,Chelsea-Wong,3026.56,2224.51,2023,2023
86,Melanie-Kaiser,12232.58,4938.39,2014,2021
87,Sara-Garrett,37082.98,4741.21,1991,2018
88,Brandon-Johnson,19598.13,6331.13,2008,2021
89,Jason-Shaw,26674.57,3357.81,2004,2004
90,David-Arias,28415.46,2208.37,1999,2019
91,Austin-Shaw,15452.07,1816.33,2013,2014
92,Kathryn-Lindsey,29043.11,6065.37,1999,2002
93,Denise-Lindsey,7569.33,5581.21,2023,2023
94,Thomas-Hester,29196.03,2616.58,1998,2012
95,Rachel-Stevenson,33969.99,1188.41,1994,1995
96,Jimmy-Walker,13104.92,4388.17,2014,2018
97,Ann-Palmer,14983.41,2115.59,2013,2020
98,Dustin-Alvarez,23791.97,1605.15,2004,2007
99,April-Robinson,4773.14,4029.78,2023,2023
100,Bruce-Robinson,10926.82,3106.7,2021,2022
101,Mitchell-White,26755.65,1826.18,2004,2007
102,Jared-Wilkinson,6295.5,3044.07,2023,2023
103,William-Oneill,26572.59,6428.22,2004,2008
104,George-Harrison,23211.32,2063.75,2004,2013
105,Douglas-Arias,3664.62,2548.47,2023,2023
106,Mark-Walker,28172.6,4194.53,2001,2016
107,Alison-Hale,11300.66,1380.46,2017,2023
108,Deborah-Baker,27406.35,5108.49,2001,2015
109,Martha-Johnson,7982.36,6660.16,2023,2023
110,Sabrina-Fox,18867.23,715.4,2012,2019
111,Taylor-Rice,11259.42,2424.63,2019,2021
112,Dawn-Morris,22128.34,6960.09,2004,2006
113,Joanna-Shaw,31251.04,3620.1,1996,2001
114,Sonya-Smith,18134.59,1908.25,2012,2018
115,Kristen-Klein,11644.69,4399.39,2014,2017
116,Angie-Young,3596.84,3461.19,2023,2023
117,Kristine-Rhodes,37055.41,705.2,1992,2002
118,Alicia-Fox,11429.34,4137.87,2016,2023
119,Joel-Hale,9000.8,1507.5,2023,2023
120,Wendy-Riley,20944.43,1290.24,2005,2009
121,Kathryn-Brown,35441.73,303.1,1993,2002
122,Jodi-Brown,13184.04,5258.59,2014,2022
123,Dana-Murphy,32072.11,5386.36,1996,2014
124,Stacey-Young,3924.01,957.87,2023,2023
125,Bobby-Gray,9475.62,2170.79,2023,2023
126,Joseph-Watts,30696.25,6461.04,1996,2016
127,Brianna-Stevenson,9395.11,147.18,2023,2023
128,Kathleen-Bennett,36033.85,149.98,1992,1995
129,Cassandra-Rose,4351.65,1504.6,2023,2023
130,Tammy-Sexton,19712.62,279.6,2008,2018
131,Janice-Gordon,27326.79,4399.47,2001,2016
132,Cassandra-Mathis,14833.65,6527.43,2013,2017
133,Joshua-Parks,29127.68,4352.98,1998,2016
134,Donna-Serrano,27043.25,4444.09,2004,2023
135,David-White,32190.37,5531.49,1996,2020
136,Antonio-White,9823.68,1958.14,2021,2023
137,Krista-Wilkinson,7326.35,4732.77,2023,2023
138,Manuel-Garrett,21208.68,4217.82,2004,2015
139,Margaret-Palmer,22037.56,466.74,2004,2010
140,Michelle-Martin,35074.65,860.5,1993,2004
141,Adam-Phillips,23623.1,6312.07,2004,2014
142,Michael-Diaz,37554.88,244.64,1990,2022
143,Johnathan-Malone,33311.22,1194.71,1996,2002
144,Jodi-Morrow,16599.14,3011.22,2012,2012
145,Amber-Cook,11305.52,3450.13,2017,2021
146,Cassandra-Wolfe,9808.31,118.08,2021,2021
147,Victor-Odom,31220.29,1456.67,1996,2018
148,Danielle-Green,22048.91,6639.51,2004,2017
149,James-Herrera,18276.61,1694.43,2012,2014
150,Nicholas-Pena,18078.61,4388.5,2012,2023
151,Lisa-Watts,5150.45,4182.15,2023,2023
152,Dan-Klein,26523.6,6549.5,2004,2004
153,Adam-Mcdonald,15838.53,1803.8,2013,2022
154,Darius-Mitchell,28305.72,1814.87,2000,2014
155,David-Mcdonald,9750.36,1281.2,2021,2023
156,Patrick-Mathis,16471.08,2592.26,2012,2020
157,Stephanie-Thomas,11651.68,5050.2,2014,2023
158,Brenda-Taylor,36894.76,3923.01,1992,2004
159,Mitchell-Marsh,18606.82,582.97,2012,2019
160,Monica-Palmer,9156.04,260.38,2023,2023
161,Jacob-Taylor,6816.42,5916.76,2023,2023
162,James-Jones,5873.85,5497.44,2023,2023
163,Kristina-Newman,23512.68,3627.53,2004,2019
164,Jenna-Rhodes,23554.62,4778.92,2004,2014
165,Johnathan-Smith,18356.36,2607.33,2012,2012
166,Dean-Woods,27356.29,6116.64,2001,2008
167,Jay-Brown,17092.23,6090.66,2012,2021
168,Allen-Garrett,2584.13,2341.42,2023,2023
169,Emily-Riley,37068.69,6349.16,1992,1994
170,Francis-Mcdonald,9179.36,3798.65,2023,2023
171,Renee-Alvarez,24805.14,5060.78,2004,2010
172,Alyssa-Wong,25893.8,4722.89,2004,2017
173,Samantha-Woods,14476.81,6351.18,2013,2018
174,Stacie-Serrano,21420.57,160.44,2004,2010
175,Alexander-Flores,20145.3,1486.1,2008,2023
176,Timothy-Mcdonald,31470.76,2516.77,1996,1999
177,Deborah-Rose,25775.47,5739.42,2004,2014
178,Morgan-Murphy,19345.84,5257.27,2010,2010
179,Jacob-Bennett,9523.96,5592.49,2023,2023
180,Joel-Barrera,31574.89,4353.46,1996,1996
181,Maria-Davis,6424.34,1740.72,2023,2023
182,Todd-Anderson,18435.89,2890.89,2012,2014
183,Teresa-Mcdonald,10143.6,2935.23,2021,2022
184,Laurie-Cook,13897.85,3514.69,2013,2023
185,Todd-Wong,17448.7,3400.72,2012,2019
186,Sean-Martin,25451.05,5686.78,2004,2007
187,Brenda-Walker,17838.11,327.27,2012,2021
188,Chad-Lindsey,37349.66,671.83,1990,2007
189,Donald-Munoz,21216.33,531.28,2004,2014
190,Leah-Young,19190.55,2542.02,2010,2010
191,Latoya-Bates,24126.15,6788.22,2004,2017
192,Cindy-Howell,37218.85,401.68,1990,2004
193,Gary-Odom,16468.71,3344.44,2012,2016
194,Ashlee-Gallagher,25226.28,895.77,2004,2007
195,Benjamin-Rose,3940.53,3668.79,2023,2023
196,Rick-Hill,31041.03,313.6,1996,2000
197,Beverly-Hunt,18044.29,1694.76,2012,2023
198,Carrie-Gray,8969.09,3868.21,2023,2023
199,Arthur-Murphy,27859.6,5754.46,2001,2012
200,Laurie-Jones,19468.23,2778.25,2008,2009
201,Aaron-Patel,37222.36,6459.79,1990,2023
202,Anna-Oneill,4998.29,4030.08,2023,2023
203,Brittany-Robinson,25539.25,5957.8,2004,2017
204,Joshua-Walker,14039.65,6837.09,2013,2014
205,Christian-Gallagher,20940.04,4556.56,2005,2011
206,Pamela-Gordon,15412.51,2385.51,2013,2018
207,Mariah-Benson,35783.77,2287.83,1993,2010
208,Bryan-Rose,12813.3,3844.89,2014,2017
209,Richard-Johnson,29721.91,2664.46,1996,2020
210,Leah-Guerrero,20682.11,1788.24,2006,2020
211,Ryan-Watson,21477.55,1802.21,2004,2005
212,Latasha-Morrow,8971.81,2590.55,2023,2023
213,Latasha-Barker,7535.5,4534.89,2023,2023
214,Kristy-Banks,33023.13,4313.55,1996,2022
215,Bethany-White,19740.63,683.59,2008,2015
216,Glenda-Coffey,22402.73,1822.59,2004,2014
217,Eric-Robinson,22120.4,6282.53,2004,2004
218,Monica-Hicks,22783.49,1843.05,2004,2006
219,Craig-Christian,32355.24,4055.8,1996,1999
220,Amanda-Riley,10670.73,337.58,2021,2022
221,Travis-Wolfe,37640.39,4183.19,1990,2020
222,Benjamin-Mitchell,9597.48,4910.39,2022,2022
223,Angela-Martinez,29064.48,3270.55,1999,2014
224,Jose-Gallagher,18541.78,6638.7,2012,2023
225,Katherine-Johnson,18485.1,6929.18,2012,2014
226,Cory-Rice,16621.72,2956.79,2012,2020
227,Allen-Wolfe,30407.17,4166.67,1996,2011
228,Gabrielle-Hester,4977.58,2457.23,2023,2023
229,Tina-Herrera,16095.89,3486.71,2013,2021
230,Brittany-Rose,25968.26,4541.99,2004,2007
231,Dawn-Malone,4857.61,2849.41,2023,2023
232,Cassidy-Martin,16379.79,3805.13,2013,2013
233,Sonya-Gray,9732.82,2373.91,2022,2022
234,Jasmine-Dixon,11299.83,1281.92,2018,2023
235,Latasha-Fernandez,37200.32,139.16,1991,2001
236,Patrick-Pena,30421.21,6814.03,1996,2007
237,Parker-Hunt,7276.93,2534.16,2023,2023
238,Carrie-Morris,19353.33,4539.27,2009,2023
239,Patrick-Soto,29990.67,1309.31,1996,2015
240,Kristen-Williams,16385.05,4884.12,2012,2015
241,Eric-Wolfe,8340.94,1065.52,2023,2023
242,Richard-Baker,13035.46,1998.75,2014,2015
243,Sierra-Morrow,6190.69,2959.5,2023,2023
244,Alexander-Christensen,14779.7,1299.73,2013,2022
245,Briana-Allen,34247.38,608.71,1994,2015
246,Bobby-Fernandez,16117.5,4259.77,2013,2021
247,Austin-Young,37204.23,5012.99,1991,2003
248,Cassandra-Weber,35402.85,5957.87,1993,2010
249,Angela-Alvarez,32933.23,963.77,1996,2012
250,Chelsea-Dixon,33937.1,2120.85,1994,2017
251,Brenda-Morrow,3737.84,839.06,2023,2023
252,Carrie-Murphy,9646.2,453.74,2022,2022
253,Kyle-Brown,25145.89,5418.05,2004,2021
254,Tara-Walton,18323.52,6398.07,2012,2020
255,Arthur-Trevino,28896.5,1462.2,1999,2023
256,Maria-Parks,18793.46,6350.85,2012,2015
257,Daniel-Wilkinson,26510.13,2809.53,2004,2017
258,Ryan-Pena,5514.31,1657.07,2023,2023
259,Melissa-Jones,28047.99,902.34,2001,2004
260,Donna-Bennett,34953.6,4020.45,1993,2021
261,Stacey-Thomas,9353.04,2284.95,2023,2023
262,Michael-Alvarez,21564.71,4884.16,2004,2010
263,Carrie-Ho,33961.34,347.38,1994,2008
264,Julia-Morrow,27113.75,750.67,2004,2015
265,Albert-Perez,26918.03,4903.34,2004,2015
266,Angel-Gibson,30940.91,3192.67,1996,2020
267,Julie-Mitchell,34413.74,6314.42,1994,2021
268,Jared-Hicks,17868.12,1784.94,2012,2022
269,Anne-Anderson,20042.15,1599.93,2008,2023
270,Ashlee-Morris,14437.07,569.73,2013,2018
271,Kenneth-Herrera,15892.55,2416.5,2013,2017
272,Rebecca-Christensen,13430.08,6305.45,2013,2022
273,Steven-Arias,34238.69,1235.89,1994,2019
274,Sheryl-Sexton,16236.8,693.76,2013,2021
275,Ricky-Hayes,11832.93,4732.2,2014,2022
276,Johnathan-Trevino,16012.8,1500.6,2013,2019
277,Crystal-Mcintyre,21424.37,176.26,2004,2004
278,Teresa-Allen,29659.58,4300.83,1996,2002
279,Martha-Kaiser,29823.96,2889.65,1996,2009
280,Margaret-Phillips,17556.99,638.65,2012,2021
281,Seth-Murphy,22426.25,3426.68,2004,2008
282,Kim-Newman,19629.23,4464.75,2008,2016
283,Erik-Sexton,31689.99,3024.21,1996,2013
284,Margaret-Klein,30676.42,1680.81,1996,2013
285,Nancy-Patel,20717.58,2050.78,2005,2006
286,Martha-Morris,5735.92,3671.86,2023,2023
287,Richard-Watson,3337.45,2048.57,2023,2023
288,Lisa-Coffey,21097.68,4712.8,2005,2017
289,Chelsea-Garrett,30339.03,1875.41,1996,2006
290,Sean-Phillips,23916.01,398.73,2004,2019
291,Alexandra-Wong,29424.45,6358.5,1996,2021
292,Tracy-Coffey,35861.76,3680.05,1992,2015
293,Scott-Hicks,17563.5,5693.96,2012,2020
294,Alexa-Mathis,28819.51,1417.58,1999,2006
295,Kelly-Watson,20692.92,4585.42,2006,2019
296,Jimmy-Walker,4156.03,812.2,2023,2023
297,Tara-Palmer,26142.89,2189.04,2004,2007
298,Jenna-Bennett,33040.61,4986.22,1996,2000
299,Antonio-Green,22619.41,6725.25,2004,2016
300,Randall-Nelson,22401.99,2053.92,2004,2021
301,Stacie-Alvarez,8849.97,529.31,2023,2023
302,Laura-Christian,21685.1,339.67,2004,2017
303,Sarah-Trevino,23382.83,2413.77,2004,2009
304,Jose-Woods,16074.44,427.63,2013,2013
305,Jennifer-Green,15694.86,2260.78,2013,2015
306,Victor-Johnson,13475.28,2602.88,2013,2013
307,Stacie-Mathis,21550.17,4167.53,2004,2008
308,Victor-Elliott,12263.94,2955.25,2014,2015
309,Mitchell-Kaiser,25096.05,2726.31,2004,2008
310,Douglas-Peterson,8955.24,182.07,2023,2023
311,Brenda-Hayes,19622.91,1228.65,2008,2017
312,Carrie-Johnson,25555.27,4842.14,2004,2022
313,Stephanie-Thomas,8089.45,5268.45,2023,2023
314,Luis-Mcintyre,10948.37,5620.44,2021,2021
315,Dana-Mcdonald,36003.04,4864.76,1992,2015
316,Wendy-Phillips,20456.17,2830.65,2008,2014
317,Meredith-Phillips,23302.68,6966.81,2004,2017
318,Isaiah-Hayes,33680.6,3409.07,1996,2011
319,Emily-Gray,19445.69,3052.45,2009,2013
320,Samantha-White,34804.29,1200.37,1994,2021
321,Valerie-Baker,35326.11,102.34,1993,2019
322,Kelly-Young,18819.94,954.4,2012,2020
323,Gregory-Gordon,27059.95,698.61,2004,2020
324,Brandy-Gordon,4014.85,1548.23,2023,2023
325,Stacie-Watts,18965.55,3540.24,2012,2023
326,Laura-Arias,23772.53,1659.34,2004,2018
327,Jeffrey-Baker,11377.79,4305.62,2016,2016
328,Anna-Riley,24530.01,1396.67,2004,2009
329,Randall-Hale,35383.46,691.5,1993,2018
330,Danielle-Gray,37007.77,5900.73,1992,1996
331,Wendy-Allen,19922.63,1055.73,2008,2021
332,Jay-Green,8972.95,4793.41,2023,2023
333,Kenneth-Patel,6491.63,4174.75,2023,2023
334,Christopher-Hayes,20959.46,2146.93,2005,2013
335,Alison-Banks,15528.3,2014.79,2013,2020
336,Paul-Benson,22212.13,2268.89,2004,2011
337,Anne-Williams,36501.76,1218.61,1992,1993
338,Craig-Mathis,15177.08,3350.28,2013,2014
339,Francis-Kaiser,36190.87,6591.67,1992,2019
340,Danielle-Jones,15297.79,4470.85,2013,2015
341,Johnathan-Hill,16749.28,3725.29,2012,2021
342,Adrian-Gordon,23813.67,207.35,2004,2007
343,Deanna-Robinson,17381.67,3643.66,2012,2018
344,Nancy-Odom,16645.1,4568.56,2012,2015
345,Joshua-Gibson,32614.25,4427.97,1996,2010
346,Tanya-Davis,36354.68,983.89,1992,2011
347,Janice-Fox,36830.01,3144.71,1992,2017
348,Meredith-Cook,33865.93,1805.23,1996,2002
349,Denise-Riley,19981.47,2434.49,2008,2020
350,Anthony-Weber,23744.57,497.18,2004,2019
351,Jackie-Young,22340.88,147.63,2004,2013
352,Elizabeth-Costa,5598.33,1007.37,2023,2023
353,Victor-Peterson,5936.94,666.06,2023,2023
354,Gene-Watts,15577.93,2059.75,2013,2014
355,Cassidy-Miller,10123.04,2602.73,2021,2023
356,Beverly-Rhodes,14379.89,1185.78,2013,2013
357,Renee-Klein,30564.03,4093.31,1996,2011
358,Jay-Bennett,34939.82,631.28,1994,1998
359,Alexandra-Flores,23037.16,3428.56,2004,2004
360,Gordon-Bates,18666.83,4081.83,2012,2012
361,Deborah-Watson,35219.41,5941.33,1993,2022
362,Dana-Newman,35800.28,2165.61,1992,2003
363,Walter-King,18976.91,6512.31,2012,2017
364,Evan-Mathis,21660.84,3192.27,2004,2005
365,Johnny-Marsh,22749.69,2347.45,2004,2019
366,Christopher-Flores,4551.4,1568.31,2023,2023
367,Alice-Alvarez,15925.41,3412.02,2013,2021
368,Henry-Walker,5171.33,1897.42,2023,2023
369,Valerie-Trevino,34118.06,4527.04,1994,2002
370,Yvette-Allen,8297.13,3519.81,2023,2023
371,Alexa-Cook,15223.62,1896.84,2013,2016
372,Shelley-Banks,10063.87,1899.32,2021,2022
373,Sheila-Herrera,35366.87,6962.63,1993,2007
374,Kristina-Klein,19355.25,1116.12,2009,2016
375,Henry-Odom,25086.37,4746.36,2004,2011
376,Charles-Trevino,13543.78,1719.03,2013,2015
377,Sandra-Guerrero,18038.38,3406.79,2012,2014
378,Kevin-Kaiser,8467.59,6899.25,2023,2023
379,Cassandra-Walker,3784.33,161.05,2023,2023
380,Rebecca-Serrano,19262.09,5488.35,2010,2013
381,Ronald-Gordon,27296.16,2952.19,2004,2016
382,Allison-Martinez,9851.69,3220.05,2021,2021
383,Seth-Arias,12620.75,6876.61,2014,2019
384,Derek-Rodriguez,29127.42,1458.25,1998,2005
385,Gwendolyn-Bates,30872.24,1821.09,1996,1996
386,Nathaniel-Mitchell,33791.0,3052.97,1996,2003
387,Mariah-Christensen,27030.95,5735.88,2004,2008
388,Gabrielle-Wolfe,9536.41,817.7,2023,2023
389,Jimmy-Barrera,16954.48,5583.04,2012,2019
390,Peter-Trevino,23508.29,1328.3,2004,2010
391,Jamie-Flores,17484.18,2228.61,2012,2016
392,Monica-Malone,10700.65,2853.56,2021,2023
393,Mary-Shaw,1725.98,1310.34,2023,2023
394,Glenda-Walton,37141.1,1868.46,1991,1998
395,Zachary-Costa,36515.0,2823.27,1992,2016
396,Jamie-Bates,23635.02,5052.61,2004,2020
397,Tara-Mitchell,26656.45,5847.9,2004,2009
398,Gina-Klein,7825.18,1034.66,2023,2023
399,Megan-Alvarez,21650.14,1828.05,2004,2004
400,Donna-Ho,34109.61,4893.13,1994,2020
401,Todd-Guerrero,24397.73,3367.87,2004,2005
402,Johnathan-Baker,8100.79,5972.13,2023,2023
403,Stacie-Woods,24493.24,2514.17,2004,2013
404,Shannon-Sexton,7445.81,2433.63,2023,2023
405,Michele-Soto,28874.91,6425.94,1999,2014
406,Madison-Fox,8389.04,3517.88,2023,2023
407,Jackie-Mcintyre,10940.73,5740.42,2021,2022
408,Jesse-White,36678.02,2854.97,1992,1995
409,Gregg-Soto,35198.96,2180.23,1993,2010
410,Patty-Hale,27205.37,3257.1,2004,2020
411,Edwin-Soto,23827.34,1455.03,2004,2023
412,Yvonne-Banks,14288.58,3306.38,2013,2023
413,Luis-Baker,9691.58,1182.89,2022,2022
414,John-Martin,37556.69,3896.36,1990,2006
415,Margaret-Mcintyre,20807.35,2051.12,2005,2008
416,Deanna-Nelson,37771.57,3102.14,1990,1993
417,Dustin-Banks,6044.41,1859.72,2023,2023
418,Tiffany-Perez,11287.42,1893.9,2019,2019
419,Paul-Nelson,1455.74,316.08,2023,2023
420,Eric-Barker,22097.96,4728.45,2004,2018
421,Amber-Christian,21457.25,5185.64,2004,2012
422,William-Parks,34113.3,2631.35,1994,2021
423,Parker-Rhodes,5642.09,3752.05,2023,2023
424,Anita-Gordon,31753.13,5120.72,1996,2000
425,Cory-Woods,35576.0,914.01,1993,2007
426,Beverly-Gonzalez,17096.33,5628.86,2012,2017
427,Kristine-Oneill,15586.41,543.43,2013,2017
428,Jessica-Williams,16132.83,6409.72,2013,2017
429,Catherine-Cook,17633.4,4586.77,2012,2020
430,Annette-Shaw,6243.45,5137.84,2023,2023
431,Michael-Allen,17628.24,3531.23,2012,2019
432,Edwin-Harrison,29520.29,5218.84,1996,2009
433,Karen-Mcintyre,36557.72,5245.62,1992,1996
434,Patricia-Banks,18871.65,861.57,2012,2023
435,Nicole-Rose,20172.22,3176.72,2008,2015
436,Gabrielle-Woods,7256.05,5442.89,2023,2023
437,Laura-Lindsey,28610.94,1032.67,1999,2013
438,Mary-Stevenson,36650.68,3968.17,1992,2007
439,Bethany-Mitchell,27949.53,324.28,2001,2002
440,Veronica-Hale,35509.03,6903.17,1993,1998
441,Alyssa-Kaiser,8451.91,2947.13,2023,2023
442,Elizabeth-Benson,9280.33,5712.18,2023,2023
443,Laurie-Fox,24230.3,5537.84,2004,2007
444,Cody-Rice,35647.84,4886.57,1993,2013
445,Gary-Bennett,22851.01,5737.11,2004,2006
446,Danielle-Christian,12803.92,2700.78,2014,2022
447,Candace-Garrett,11310.31,5161.63,2017,2020
448,Heather-Murphy,22271.32,861.66,2004,2020
449,Nicholas-Anderson,6101.38,1011.07,2023,2023
450,Bradley-Walton,6154.74,436.55,2023,2023
451,Kathleen-Rose,26893.43,5473.07,2004,2018
452,Christina-Hill,22026.75,4217.69,2004,2005
453,Mark-Wilkinson,22308.03,2681.85,2004,2021
454,Victoria-Wong,10561.03,4129.6,2021,2022
455,Manuel-Bennett,31265.37,3650.72,1996,2003
456,Stacie-Walton,20098.89,5573.61,2008,2009
457,Edwin-Wilkinson,22905.26,6359.65,2004,2017
458,Ashlee-Sexton,13551.47,3341.78,2013,2020
459,Jackie-Mcdonald,34277.08,2213.76,1994,2003
460,Kim-Mathis,34394.25,6854.08,1994,2013
461,Bonnie-Barker,21361.79,1387.27,2004,2020
462,Edward-Sexton,31597.02,6824.25,1996,1996
463,Stephanie-Herrera,32784.1,2446.92,1996,2022
464,Chelsea-Coffey,24836.54,1437.55,2004,2019
465,Debra-Flores,16103.48,1546.13,2013,2020
466,Wendy-Bennett,21022.35,2309.51,2005,2005
467,Brandi-Rodriguez,4381.91,2932.61,2023,2023
468,Gregory-Peterson,11695.98,4598.65,2014,2019
469,Tina-Soto,23234.54,5194.87,2004,2021
470,Sherry-Wilkinson,22771.5,3304.76,2004,2019
471,Derek-Diaz,5150.24,3178.35,2023,2023
472,Jay-Costa,27317.33,4393.66,2002,2016
473,Gwendolyn-King,32009.79,5771.17,1996,2001
474,Gabrielle-Davis,21093.61,6485.69,2005,2009
475,Anthony-Williams,10979.67,2007.28,2019,2020
476,Jon-Soto,23253.23,1455.08,2004,2020
477,Elizabeth-Arias,6885.0,5524.05,2023,2023
478,Victor-Stevenson,11586.48,1926.17,2015,2022
479,Dustin-Brown,22178.76,2390.79,2004,2006
480,Tina-Hicks,25923.32,6351.58,2004,2019
481,Bradley-Mcdonald,23847.55,775.22,2004,2006
482,Tonya-Hester,20191.02,450.44,2008,2023
483,Alyssa-Fernandez,33851.02,1332.36,1996,2011
484,Dylan-Ho,22209.69,178.75,2004,2017
485,Cassandra-Oneill,10641.53,6574.85,2021,2022
486,Jimmy-Serrano,36386.38,2470.34,1992,2021
487,Patricia-Marsh,9217.83,957.76,2023,2023
488,Bradley-Costa,26257.35,1512.63,2004,2004
489,Kim-Rose,16995.52,2315.06,2012,2013
490,Ricky-Flores,28450.36,5893.92,1999,2018
491,Tammy-Murphy,19597.22,3932.93,2008,2017
492,Stephanie-Malone,9553.0,489.3,2023,2023
493,Joseph-Wolfe,6436.95,2995.51,2023,2023
494,Ashlee-Kaiser,20782.5,5205.73,2005,2020
495,Ashley-Anderson,4695.27,2196.08,2023,2023
496,Marc-Serrano,19070.13,3193.9,2010,2021
497,Patrick-Hayes,16017.19,1424.79,2013,2022
498,Stacey-Taylor,3020.86,547.04,2023,2023
499,Chad-Mcdonald,8226.39,4429.82,2023,2023
500,Stacie-Barker,23576.91,1485.86,2004,2022
501,Luis-Smith,14517.6,6495.26,2013,2018
502,Sherry-Hunt,21596.49,1858.37,2004,2009
503,Carrie-Banks,8260.87,5213.51,2023,2023
504,Paul-Gibson,22116.86,1230.3,2004,2014
505,Grant-Walker,28026.89,1134.05,2001,2003
506,Christian-Gordon,10179.47,612.45,2021,2023
507,Sara-Wong,10499.26,4896.12,2021,2022
508,Tara-Arias,10503.86,2691.05,2021,2023
509,Glenda-Cook,31215.36,5648.95,1996,2011
510,Daniel-Arias,13319.66,1107.67,2013,2015
